arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,20.088305000,0.013333333
1: no_redirect,21.046701000,0.016666667
1: no_redirect,21.209814000,0.020000000
1: no_redirect,21.629085000,0.023333333
1: no_redirect,21.648956000,0.026666667
1: no_redirect,21.982022000,0.030000000
1: no_redirect,22.404022000,0.033333333
1: no_redirect,22.573614000,0.036666667
1: no_redirect,22.679686000,0.040000000
1: no_redirect,22.857547000,0.043333333
1: no_redirect,23.796710000,0.046666667
1: no_redirect,24.223144000,0.050000000
1: no_redirect,24.262239000,0.053333333
1: no_redirect,24.454508000,0.056666667
1: no_redirect,24.456542000,0.060000000
1: no_redirect,24.530351000,0.063333333
1: no_redirect,24.554825000,0.066666667
1: no_redirect,24.646596000,0.070000000
1: no_redirect,25.182276000,0.073333333
1: no_redirect,25.281419000,0.076666667
1: no_redirect,25.350463000,0.080000000
1: no_redirect,25.397849000,0.083333333
1: no_redirect,25.418633000,0.086666667
1: no_redirect,25.433594000,0.090000000
1: no_redirect,25.434177000,0.093333333
1: no_redirect,25.472294000,0.096666667
1: no_redirect,25.648687000,0.100000000
1: no_redirect,25.717697000,0.103333333
1: no_redirect,25.723486000,0.106666667
1: no_redirect,25.726981000,0.110000000
1: no_redirect,25.751963000,0.113333333
1: no_redirect,25.849316000,0.116666667
1: no_redirect,25.918777000,0.120000000
1: no_redirect,25.921044000,0.123333333
1: no_redirect,26.099362000,0.126666667
1: no_redirect,26.393439000,0.130000000
1: no_redirect,26.408476000,0.133333333
1: no_redirect,26.590556000,0.136666667
1: no_redirect,26.621958000,0.140000000
1: no_redirect,26.631327000,0.143333333
1: no_redirect,26.762160000,0.146666667
1: no_redirect,26.824238000,0.150000000
1: no_redirect,26.904181000,0.153333333
1: no_redirect,26.938307000,0.156666667
1: no_redirect,27.053642000,0.160000000
1: no_redirect,27.138755000,0.163333333
1: no_redirect,27.222241000,0.166666667
1: no_redirect,27.246960000,0.170000000
1: no_redirect,27.278241000,0.173333333
1: no_redirect,27.366737000,0.176666667
1: no_redirect,27.446957000,0.180000000
1: no_redirect,27.476071000,0.183333333
1: no_redirect,27.584793000,0.186666667
1: no_redirect,27.597730000,0.190000000
1: no_redirect,27.634574000,0.193333333
1: no_redirect,27.725795000,0.196666667
1: no_redirect,27.774460000,0.200000000
1: no_redirect,27.931245000,0.203333333
1: no_redirect,27.968996000,0.206666667
1: no_redirect,27.982975000,0.210000000
1: no_redirect,28.022427000,0.213333333
1: no_redirect,28.103527000,0.216666667
1: no_redirect,28.151077000,0.220000000
1: no_redirect,28.171062000,0.223333333
1: no_redirect,28.194584000,0.226666667
1: no_redirect,28.204442000,0.230000000
1: no_redirect,28.252564000,0.233333333
1: no_redirect,28.352041000,0.236666667
1: no_redirect,28.373190000,0.240000000
1: no_redirect,28.400170000,0.243333333
1: no_redirect,28.407357000,0.246666667
1: no_redirect,28.469447000,0.250000000
1: no_redirect,28.499339000,0.253333333
1: no_redirect,28.531037000,0.256666667
1: no_redirect,28.627368000,0.260000000
1: no_redirect,28.649414000,0.263333333
1: no_redirect,28.942382000,0.266666667
1: no_redirect,28.966837000,0.270000000
1: no_redirect,29.005234000,0.273333333
1: no_redirect,29.100017000,0.276666667
1: no_redirect,29.113713000,0.280000000
1: no_redirect,29.121416000,0.283333333
1: no_redirect,29.157236000,0.286666667
1: no_redirect,29.225627000,0.290000000
1: no_redirect,29.273899000,0.293333333
1: no_redirect,29.285617000,0.296666667
1: no_redirect,29.387707000,0.300000000
1: no_redirect,29.592757000,0.303333333
1: no_redirect,29.605027000,0.306666667
1: no_redirect,29.823161000,0.310000000
1: no_redirect,29.967412000,0.313333333
1: no_redirect,29.971575000,0.316666667
1: no_redirect,29.976288000,0.320000000
1: no_redirect,30.068056000,0.323333333
