arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,19.169468000,0.013333333
1: no_redirect,20.088853000,0.016666667
1: no_redirect,21.057204000,0.020000000
1: no_redirect,21.066797000,0.023333333
1: no_redirect,21.079294000,0.026666667
1: no_redirect,21.629114000,0.030000000
1: no_redirect,21.718622000,0.033333333
1: no_redirect,21.904543000,0.036666667
1: no_redirect,22.187606000,0.040000000
1: no_redirect,22.364567000,0.043333333
1: no_redirect,22.571126000,0.046666667
1: no_redirect,22.901702000,0.050000000
1: no_redirect,23.692945000,0.053333333
1: no_redirect,24.340740000,0.056666667
1: no_redirect,24.492975000,0.060000000
1: no_redirect,24.547010000,0.063333333
1: no_redirect,24.640335000,0.066666667
1: no_redirect,24.644618000,0.070000000
1: no_redirect,24.784211000,0.073333333
1: no_redirect,24.864101000,0.076666667
1: no_redirect,24.920492000,0.080000000
1: no_redirect,24.938478000,0.083333333
1: no_redirect,24.972672000,0.086666667
1: no_redirect,24.996987000,0.090000000
1: no_redirect,25.021013000,0.093333333
1: no_redirect,25.226143000,0.096666667
1: no_redirect,25.239637000,0.100000000
1: no_redirect,25.384379000,0.103333333
1: no_redirect,25.419546000,0.106666667
1: no_redirect,25.430253000,0.110000000
1: no_redirect,25.433281000,0.113333333
1: no_redirect,25.520295000,0.116666667
1: no_redirect,25.549262000,0.120000000
1: no_redirect,25.613414000,0.123333333
1: no_redirect,25.620243000,0.126666667
1: no_redirect,25.713541000,0.130000000
1: no_redirect,25.844864000,0.133333333
1: no_redirect,25.956828000,0.136666667
1: no_redirect,26.103679000,0.140000000
1: no_redirect,26.105423000,0.143333333
1: no_redirect,26.125841000,0.146666667
1: no_redirect,26.150261000,0.150000000
1: no_redirect,26.174170000,0.153333333
1: no_redirect,26.340204000,0.156666667
1: no_redirect,26.353078000,0.160000000
1: no_redirect,26.606624000,0.163333333
1: no_redirect,26.747580000,0.166666667
1: no_redirect,26.772400000,0.170000000
1: no_redirect,26.785711000,0.173333333
1: no_redirect,26.842402000,0.176666667
1: no_redirect,26.880807000,0.180000000
1: no_redirect,26.949325000,0.183333333
1: no_redirect,27.137010000,0.186666667
1: no_redirect,27.156027000,0.190000000
1: no_redirect,27.273753000,0.193333333
1: no_redirect,27.366964000,0.196666667
1: no_redirect,27.591878000,0.200000000
1: no_redirect,27.626718000,0.203333333
1: no_redirect,27.631826000,0.206666667
1: no_redirect,27.651004000,0.210000000
1: no_redirect,27.770706000,0.213333333
1: no_redirect,27.835928000,0.216666667
1: no_redirect,27.838239000,0.220000000
1: no_redirect,27.934879000,0.223333333
1: no_redirect,27.940414000,0.226666667
1: no_redirect,28.013865000,0.230000000
1: no_redirect,28.017634000,0.233333333
1: no_redirect,28.037972000,0.236666667
1: no_redirect,28.151225000,0.240000000
1: no_redirect,28.240375000,0.243333333
1: no_redirect,28.263071000,0.246666667
1: no_redirect,28.275100000,0.250000000
1: no_redirect,28.313517000,0.253333333
1: no_redirect,28.339837000,0.256666667
1: no_redirect,28.391989000,0.260000000
1: no_redirect,28.394154000,0.263333333
1: no_redirect,28.511662000,0.266666667
1: no_redirect,28.663870000,0.270000000
1: no_redirect,28.713723000,0.273333333
1: no_redirect,28.849073000,0.276666667
1: no_redirect,28.908503000,0.280000000
1: no_redirect,28.956798000,0.283333333
1: no_redirect,29.066913000,0.286666667
1: no_redirect,29.083560000,0.290000000
1: no_redirect,29.105710000,0.293333333
1: no_redirect,29.184184000,0.296666667
1: no_redirect,29.267847000,0.300000000
1: no_redirect,29.388307000,0.303333333
1: no_redirect,29.434048000,0.306666667
1: no_redirect,29.512590000,0.310000000
1: no_redirect,29.517254000,0.313333333
1: no_redirect,29.569733000,0.316666667
1: no_redirect,29.632472000,0.320000000
1: no_redirect,30.150110000,0.323333333
