arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,19.167319000,0.013333333
1: no_redirect,20.088305000,0.016666667
1: no_redirect,20.931559000,0.020000000
1: no_redirect,21.046701000,0.023333333
1: no_redirect,21.430840000,0.026666667
1: no_redirect,21.643157000,0.030000000
1: no_redirect,21.712471000,0.033333333
1: no_redirect,22.213585000,0.036666667
1: no_redirect,22.361866000,0.040000000
1: no_redirect,22.555554000,0.043333333
1: no_redirect,22.560326000,0.046666667
1: no_redirect,22.752708000,0.050000000
1: no_redirect,23.771608000,0.053333333
1: no_redirect,24.061755000,0.056666667
1: no_redirect,24.258802000,0.060000000
1: no_redirect,24.441884000,0.063333333
1: no_redirect,24.537584000,0.066666667
1: no_redirect,24.597169000,0.070000000
1: no_redirect,24.675109000,0.073333333
1: no_redirect,24.677696000,0.076666667
1: no_redirect,24.855134000,0.080000000
1: no_redirect,24.906527000,0.083333333
1: no_redirect,25.070775000,0.086666667
1: no_redirect,25.358471000,0.090000000
1: no_redirect,25.376189000,0.093333333
1: no_redirect,25.388742000,0.096666667
1: no_redirect,25.429989000,0.100000000
1: no_redirect,25.433594000,0.103333333
1: no_redirect,25.486832000,0.106666667
1: no_redirect,25.506278000,0.110000000
1: no_redirect,25.516307000,0.113333333
1: no_redirect,25.624167000,0.116666667
1: no_redirect,25.726981000,0.120000000
1: no_redirect,25.764782000,0.123333333
1: no_redirect,25.985394000,0.126666667
1: no_redirect,26.093562000,0.130000000
1: no_redirect,26.099362000,0.133333333
1: no_redirect,26.208733000,0.136666667
1: no_redirect,26.284769000,0.140000000
1: no_redirect,26.301343000,0.143333333
1: no_redirect,26.391420000,0.146666667
1: no_redirect,26.482946000,0.150000000
1: no_redirect,26.625497000,0.153333333
1: no_redirect,26.791270000,0.156666667
1: no_redirect,26.824238000,0.160000000
1: no_redirect,26.885769000,0.163333333
1: no_redirect,26.895169000,0.166666667
1: no_redirect,26.912909000,0.170000000
1: no_redirect,27.057423000,0.173333333
1: no_redirect,27.094137000,0.176666667
1: no_redirect,27.227358000,0.180000000
1: no_redirect,27.282468000,0.183333333
1: no_redirect,27.334646000,0.186666667
1: no_redirect,27.545220000,0.190000000
1: no_redirect,27.556492000,0.193333333
1: no_redirect,27.634574000,0.196666667
1: no_redirect,27.749335000,0.200000000
1: no_redirect,27.763536000,0.203333333
1: no_redirect,27.783383000,0.206666667
1: no_redirect,27.857210000,0.210000000
1: no_redirect,27.922050000,0.213333333
1: no_redirect,27.932272000,0.216666667
1: no_redirect,27.932276000,0.220000000
1: no_redirect,27.940414000,0.223333333
1: no_redirect,28.017634000,0.226666667
1: no_redirect,28.108604000,0.230000000
1: no_redirect,28.166321000,0.233333333
1: no_redirect,28.236438000,0.236666667
1: no_redirect,28.319392000,0.240000000
1: no_redirect,28.383475000,0.243333333
1: no_redirect,28.391690000,0.246666667
1: no_redirect,28.421220000,0.250000000
1: no_redirect,28.440365000,0.253333333
1: no_redirect,28.465851000,0.256666667
1: no_redirect,28.469447000,0.260000000
1: no_redirect,28.524976000,0.263333333
1: no_redirect,28.628047000,0.266666667
1: no_redirect,28.826812000,0.270000000
1: no_redirect,28.896325000,0.273333333
1: no_redirect,28.899488000,0.276666667
1: no_redirect,28.942382000,0.280000000
1: no_redirect,29.030868000,0.283333333
1: no_redirect,29.065676000,0.286666667
1: no_redirect,29.179458000,0.290000000
1: no_redirect,29.225627000,0.293333333
1: no_redirect,29.257653000,0.296666667
1: no_redirect,29.273899000,0.300000000
1: no_redirect,29.276818000,0.303333333
1: no_redirect,29.302272000,0.306666667
1: no_redirect,29.464791000,0.310000000
1: no_redirect,29.645820000,0.313333333
1: no_redirect,29.806719000,0.316666667
1: no_redirect,29.842183000,0.320000000
1: no_redirect,29.976288000,0.323333333
