arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,19.166101000,0.013333333
1: no_redirect,20.088305000,0.016666667
1: no_redirect,21.046701000,0.020000000
1: no_redirect,21.114621000,0.023333333
1: no_redirect,21.624826000,0.026666667
1: no_redirect,21.631851000,0.030000000
1: no_redirect,21.712471000,0.033333333
1: no_redirect,21.986078000,0.036666667
1: no_redirect,22.369742000,0.040000000
1: no_redirect,22.553846000,0.043333333
1: no_redirect,22.689449000,0.046666667
1: no_redirect,22.841570000,0.050000000
1: no_redirect,23.795629000,0.053333333
1: no_redirect,23.958975000,0.056666667
1: no_redirect,24.206405000,0.060000000
1: no_redirect,24.446952000,0.063333333
1: no_redirect,24.506750000,0.066666667
1: no_redirect,24.543451000,0.070000000
1: no_redirect,24.595177000,0.073333333
1: no_redirect,24.625656000,0.076666667
1: no_redirect,24.855134000,0.080000000
1: no_redirect,25.093297000,0.083333333
1: no_redirect,25.199671000,0.086666667
1: no_redirect,25.303378000,0.090000000
1: no_redirect,25.354706000,0.093333333
1: no_redirect,25.433594000,0.096666667
1: no_redirect,25.456881000,0.100000000
1: no_redirect,25.468254000,0.103333333
1: no_redirect,25.504880000,0.106666667
1: no_redirect,25.564904000,0.110000000
1: no_redirect,25.726981000,0.113333333
1: no_redirect,25.850426000,0.116666667
1: no_redirect,25.861217000,0.120000000
1: no_redirect,25.883635000,0.123333333
1: no_redirect,25.990824000,0.126666667
1: no_redirect,26.093562000,0.130000000
1: no_redirect,26.099362000,0.133333333
1: no_redirect,26.374548000,0.136666667
1: no_redirect,26.397797000,0.140000000
1: no_redirect,26.422966000,0.143333333
1: no_redirect,26.462704000,0.146666667
1: no_redirect,26.628731000,0.150000000
1: no_redirect,26.730994000,0.153333333
1: no_redirect,26.824238000,0.156666667
1: no_redirect,26.917376000,0.160000000
1: no_redirect,26.922747000,0.163333333
1: no_redirect,27.023620000,0.166666667
1: no_redirect,27.075940000,0.170000000
1: no_redirect,27.126339000,0.173333333
1: no_redirect,27.194990000,0.176666667
1: no_redirect,27.233796000,0.180000000
1: no_redirect,27.372698000,0.183333333
1: no_redirect,27.446547000,0.186666667
1: no_redirect,27.634574000,0.190000000
1: no_redirect,27.718254000,0.193333333
1: no_redirect,27.765936000,0.196666667
1: no_redirect,27.778751000,0.200000000
1: no_redirect,27.854490000,0.203333333
1: no_redirect,27.894012000,0.206666667
1: no_redirect,27.940414000,0.210000000
1: no_redirect,27.955935000,0.213333333
1: no_redirect,27.969505000,0.216666667
1: no_redirect,28.017634000,0.220000000
1: no_redirect,28.027811000,0.223333333
1: no_redirect,28.125110000,0.226666667
1: no_redirect,28.167797000,0.230000000
1: no_redirect,28.215683000,0.233333333
1: no_redirect,28.383475000,0.236666667
1: no_redirect,28.391637000,0.240000000
1: no_redirect,28.399818000,0.243333333
1: no_redirect,28.469447000,0.246666667
1: no_redirect,28.502264000,0.250000000
1: no_redirect,28.540136000,0.253333333
1: no_redirect,28.656039000,0.256666667
1: no_redirect,28.662910000,0.260000000
1: no_redirect,28.686988000,0.263333333
1: no_redirect,28.715773000,0.266666667
1: no_redirect,28.826887000,0.270000000
1: no_redirect,28.831053000,0.273333333
1: no_redirect,28.901583000,0.276666667
1: no_redirect,28.942382000,0.280000000
1: no_redirect,29.003547000,0.283333333
1: no_redirect,29.065676000,0.286666667
1: no_redirect,29.067549000,0.290000000
1: no_redirect,29.117884000,0.293333333
1: no_redirect,29.141271000,0.296666667
1: no_redirect,29.225627000,0.300000000
1: no_redirect,29.273899000,0.303333333
1: no_redirect,29.302112000,0.306666667
1: no_redirect,29.311306000,0.310000000
1: no_redirect,29.395102000,0.313333333
1: no_redirect,29.426167000,0.316666667
1: no_redirect,29.976288000,0.320000000
1: no_redirect,30.006191000,0.323333333
