user_id,user_x_m,user_y_m,request_weight,request_probability,is_daily_active,region,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
0,791.4373518923647,551.1080624482194,0.0,0.0,False,tokyo,5,123.11943350756997,6,1050000.0
1,197.8799641939618,304.26018531426627,0.0,0.0,False,kagoshima,6,1049969.1204291398,0,42.18470263959056
2,624.782185891852,255.59482943349977,0.0,0.0,False,tokyo,1,146.8405745915539,7,1050000.0
3,105.18154731989127,817.906274773634,0.0,0.0,False,kagoshima,7,1050394.9303792045,3,163.07735850760633
4,832.566508579992,345.1683156252865,0.0,0.0,False,tokyo,2,12.176034656973167,8,1050000.0
5,215.8254571463074,407.2580340807663,0.0,0.0,False,kagoshima,8,1050617.1771671472,0,88.87171029684391
6,180.26072147448568,387.10360055675886,0.0,0.0,False,tokyo,0,55.70499373691019,9,1050000.0
7,828.8181407865595,96.52867500305184,0.0,0.0,False,kagoshima,9,1049338.3369271953,2,236.50829899243138
8,242.2459619761136,668.3759538218259,0.0,0.0,False,tokyo,3,75.2585413267526,10,1050000.0
9,149.82769458772583,251.86605787746996,0.0,0.0,False,kagoshima,10,1050350.2543429022,0,82.93132482671717
10,804.6396794180617,544.6322735155784,0.0,0.0,False,tokyo,5,125.61117891524037,11,1050000.0
11,920.9360639473333,674.3442782385886,0.0,0.0,False,kagoshima,11,1049912.0639617397,5,88.242222124079
12,143.3058324535633,557.8997318378458,1.0,0.0005,True,tokyo,3,111.64354924836708,6,1050000.0
13,36.393496599885886,945.3072048229145,0.0,0.0,False,kagoshima,6,1050130.7850145674,3,307.42960004974753
14,314.90033045912713,143.71493869514407,0.0,0.0,False,tokyo,0,240.21519973370144,7,1050000.0
15,613.4091471820769,683.793479522408,0.0,0.0,False,kagoshima,7,1049886.6494572724,4,114.64578325885138
16,615.5010285524463,695.5533165628398,0.0,0.0,False,tokyo,4,118.978063034371,8,1050000.0
17,80.8698188363769,610.5238707340501,0.0,0.0,False,kagoshima,8,1050752.166830862,3,102.99495756658585
18,715.1082690815856,856.177315999109,0.0,0.0,False,tokyo,5,222.90472652585586,9,1050000.0
19,342.6639931820799,142.68934708630266,0.0,0.0,False,kagoshima,9,1049824.4669342665,1,246.92663617731964
20,109.81377380573531,554.8074870997674,0.0,0.0,False,tokyo,3,125.92626579554586,10,1050000.0
21,612.6675432566217,601.4005315247937,0.0,0.0,False,kagoshima,10,1049887.3345061492,4,130.37356161320557
22,286.7953511465152,395.1470871610233,1.0,0.0005,True,tokyo,0,134.95623957015366,11,1050000.0
23,909.4243614644349,942.6725424892363,0.0,0.0,False,kagoshima,11,1049923.6118294315,5,286.0699804378754
24,212.82325300327722,304.24239302749965,0.0,0.0,False,tokyo,0,54.099634699202504,6,1050000.0
25,913.3408845620311,59.22292426779552,0.0,0.0,False,kagoshima,6,1049253.6948331527,2,285.3218269405389
26,342.9255770321953,508.8583166765717,0.0,0.0,False,tokyo,4,222.89272387190277,7,1050000.0
27,649.9437397846181,67.6135160296476,0.0,0.0,False,kagoshima,7,1049850.0898030933,1,304.8165201801624
28,546.9367197536984,237.87735374942466,0.0,0.0,False,tokyo,1,106.07249167880106,8,1050000.0
29,706.8848039515487,968.3979003413068,0.0,0.0,False,kagoshima,8,1050126.3074255574,5,326.71966118445886
30,168.71799164277013,598.6417503290629,0.0,0.0,False,tokyo,3,68.37983469824125,9,1050000.0
31,510.76699329929085,886.3963407265077,0.0,0.0,False,kagoshima,9,1049656.2559355188,4,219.66037983416314
32,751.2257531658591,267.899433464004,0.0,0.0,False,tokyo,2,104.52325678335247,10,1050000.0
33,308.8990325634064,870.20032209175,0.0,0.0,False,kagoshima,10,1050191.12062594,3,247.8420996130835
34,599.0687164645692,387.72974882192835,1.0,0.0005,True,tokyo,1,113.181076103952,11,1050000.0
35,264.60651330581095,991.6395550376335,0.0,0.0,False,kagoshima,11,1050568.4436456552,3,338.9953865980334
36,606.7700288563964,195.01136064617162,0.0,0.0,False,tokyo,1,174.47264442518383,6,1050000.0
37,33.09932224953948,967.2360654569723,0.0,0.0,False,kagoshima,6,1050134.0922034928,3,328.7416713821295
38,435.0653628393587,789.914653377985,0.0,0.0,False,tokyo,4,139.01265812225282,7,1050000.0
39,151.12842170516072,211.08409805635742,0.0,0.0,False,kagoshima,7,1050348.878653795,0,122.94467920288818
40,982.2655676294759,988.2785783852175,0.0,0.0,False,tokyo,5,354.2599816645623,8,1050000.0
41,581.0570354357712,854.7284043313438,0.0,0.0,False,kagoshima,8,1050252.072552761,4,204.48030904326305
42,493.92754867403363,596.6443494100566,0.0,0.0,False,tokyo,4,70.61722335974723,9,1050000.0
43,478.43994060304493,849.8075726394604,0.0,0.0,False,kagoshima,9,1049688.5759777415,4,184.07456308662486
44,484.2233244159199,332.2281347010897,0.0,0.0,False,tokyo,1,15.795545844476912,10,1050000.0
45,650.9105315679562,79.4724659490107,0.0,0.0,False,kagoshima,10,1049849.2538675729,1,295.04270717999225
46,902.2285924472011,708.3523846637244,0.0,0.0,False,tokyo,5,80.6388103185885,11,1050000.0
47,849.9337033274447,73.5258972665963,1.0,0.0005,True,kagoshima,11,1049983.234019131,2,260.02607618792166
48,650.6530697357813,607.3093203383852,0.0,0.0,False,tokyo,4,162.0472914283966,6,1050000.0
49,292.80078963040114,973.2259253669513,0.0,0.0,False,kagoshima,6,1049874.3944190897,3,331.0591428105831
50,866.6414985925878,964.987917657626,0.0,0.0,False,tokyo,5,299.8808921846858,7,1050000.0
51,353.2454983537292,336.2701657890016,0.0,0.0,False,kagoshima,7,1050146.7545067382,1,146.79093206916036
52,323.47961455651887,272.8490493904925,0.0,0.0,False,tokyo,0,167.64249649472572,8,1050000.0
53,751.1950590355525,927.3240695572606,0.0,0.0,False,kagoshima,8,1050081.9731283714,5,272.8748239707177
54,660.9258537093443,14.506368072333299,0.0,0.0,False,tokyo,1,356.84075435767886,9,1050000.0
55,148.94462202852876,994.3489486419325,0.0,0.0,False,kagoshima,9,1050018.1064043946,3,327.8465050151842
56,780.141344591207,117.49516667693804,0.0,0.0,False,tokyo,2,221.89270072993892,10,1050000.0
57,238.3814394493703,936.7122985353242,0.0,0.0,False,kagoshima,10,1050261.6531922661,3,278.99826859511506
58,807.4643414805802,443.9113417409836,0.0,0.0,False,tokyo,2,113.8129851238674,11,1050000.0
59,246.27640337685986,247.5605769833067,0.0,0.0,False,kagoshima,11,1050586.8073257522,0,116.55317729601393
60,152.05207622389105,415.0211643226309,0.0,0.0,False,tokyo,0,83.3721285685833,6,1050000.0
61,622.2022689081468,901.8306580616679,0.0,0.0,False,kagoshima,6,1049544.9518780585,4,264.7240685921381
62,208.33429194791586,510.4343598880601,0.0,0.0,False,tokyo,3,161.92999522786698,7,1050000.0
63,280.2293296154853,961.5805887468626,0.0,0.0,False,kagoshima,7,1050219.9587803078,3,315.5924656128857
64,957.9912798844526,446.4747278749609,0.0,0.0,False,tokyo,2,168.81745737171258,8,1050000.0
65,771.6929804446906,210.9178017413582,1.0,0.0005,True,kagoshima,8,1050061.3141163138,2,136.6111773553592
66,338.8888895722072,255.1144312934981,0.0,0.0,False,tokyo,1,178.94957869749703,9,1050000.0
67,25.601130950670292,502.70968908521854,0.0,0.0,False,kagoshima,9,1050141.4117203215,3,216.76011263354025
68,941.0878632143483,709.7919786163778,1.0,0.0005,True,tokyo,5,116.25033164747622,10,1050000.0
69,513.104431304013,400.542838886097,0.0,0.0,False,kagoshima,10,1049986.9293783645,1,68.80233429611857
70,320.95279130064046,228.03154696806038,0.0,0.0,False,tokyo,0,186.33260069342955,11,1050000.0
71,506.34410549437735,209.56554755688416,0.0,0.0,False,kagoshima,11,1050326.755504597,1,123.59737749829328
72,584.0686585863317,867.3950893764428,0.0,0.0,False,tokyo,4,217.31482048562106,6,1050000.0
73,754.4746736772099,695.6594380731544,0.0,0.0,False,kagoshima,6,1049412.5879908425,5,83.5918074022188
74,405.4688949903166,968.7772066144081,0.0,0.0,False,tokyo,4,316.23663963296053,7,1050000.0
75,866.8441262159594,817.9593389961881,0.0,0.0,False,kagoshima,7,1049633.2679060434,5,154.70664791626706
76,592.7461871757793,918.2290199908001,0.0,0.0,False,tokyo,4,267.8019337517609,8,1050000.0
77,753.6486902545712,731.4963147304693,0.0,0.0,False,kagoshima,8,1050079.4269227488,5,102.25656444515792
78,835.5223680678919,747.1440962186941,0.0,0.0,False,tokyo,5,80.18377952791464,9,1050000.0
79,695.8490897498411,696.0594510949273,1.0,0.0005,True,kagoshima,9,1049471.1513125726,5,140.19566284441757
80,466.40905476323303,581.9107347558994,0.0,0.0,False,tokyo,4,91.47969535192159,10,1050000.0
81,728.8962539961199,762.1613953294086,0.0,0.0,False,kagoshima,10,1049771.108059178,5,141.0435432520056
82,693.8043703746172,487.04338845235196,0.0,0.0,False,tokyo,2,207.61692809761192,11,1050000.0
83,102.889720574873,80.13928864354524,0.0,0.0,False,kagoshima,11,1050730.27416807,0,260.8613947590946
84,192.1697089764054,122.1216137291018,0.0,0.0,False,tokyo,0,212.37515873137116,6,1050000.0
85,555.910779109374,413.5541815467384,0.0,0.0,False,kagoshima,6,1049611.0923120242,1,98.05606246062553
86,369.5191851307018,233.08754372955676,0.0,0.0,False,tokyo,1,164.34032361824438,7,1050000.0
87,754.6394949735792,361.05230704561484,0.0,0.0,False,kagoshima,7,1049745.3608798468,2,83.23040717536574
88,556.7545989292291,475.7173151760201,0.0,0.0,False,tokyo,1,153.58813935544998,8,1050000.0
89,360.9751672261492,183.82632926133724,0.0,0.0,False,kagoshima,8,1050472.0354245761,1,203.91343302844015
90,604.7529435834232,845.2661698171398,0.0,0.0,False,tokyo,4,206.76558342883175,9,1050000.0
91,136.83553512891632,87.95965646566873,0.0,0.0,False,kagoshima,9,1050030.3241210913,0,246.8899854193805
92,555.097857956404,409.9904478504792,0.0,0.0,False,tokyo,1,94.67472213638354,10,1050000.0
93,428.332710371358,335.5246127777012,1.0,0.0005,True,kagoshima,10,1050071.719607929,1,71.71174291838811
94,716.0685865288168,829.8328647620258,0.0,0.0,False,tokyo,5,200.46819524048442,11,1050000.0
95,295.3969800606435,612.714417909182,0.0,0.0,False,kagoshima,11,1050537.6044225185,3,139.40125147082514
96,502.8420484794849,804.8374792889286,0.0,0.0,False,tokyo,4,137.86677604225602,6,1050000.0
97,732.5919437395369,404.60172137317386,0.0,0.0,False,kagoshima,6,1049434.4104989127,2,123.32308893960591
98,640.5663482495218,371.35975997385606,0.0,0.0,False,tokyo,1,145.70644956712684,7,1050000.0
99,262.89854045446305,753.3328713596096,0.0,0.0,False,kagoshima,7,1050237.1855737495,3,129.03447112493308
100,96.19174732446312,15.822496974601252,0.0,0.0,False,tokyo,0,324.9851951587787,8,1050000.0
101,241.62590868242285,983.0915365609301,0.0,0.0,False,kagoshima,8,1050591.5752251628,3,324.7812890733195
102,979.5942325175895,873.9088257934907,0.0,0.0,False,tokyo,5,253.57667715833443,9,1050000.0
103,572.6264316494576,655.6368635705136,1.0,0.0005,True,kagoshima,9,1049594.3736298603,4,73.50999553563075
104,186.4491358540674,794.8462281118532,0.0,0.0,False,tokyo,3,129.31715635559718,10,1050000.0
105,505.38402264540025,396.4142356676137,0.0,0.0,False,kagoshima,10,1049994.650842607,1,63.642383559651755
106,130.88690262855584,54.19849412496458,0.0,0.0,False,tokyo,0,281.1306377468433,11,1050000.0
107,221.35177479706448,123.3653830040995,0.0,0.0,False,kagoshima,11,1050611.7888759265,0,216.5658977461796
108,505.5878208108522,243.79787982029376,0.0,0.0,False,tokyo,1,89.37696563415514,6,1050000.0
109,16.40657437372761,250.18963434938922,0.0,0.0,False,kagoshima,6,1050150.596690661,0,171.86022373150655
110,133.0338669806016,330.79583238831333,0.0,0.0,False,tokyo,0,34.037575518122246,7,1050000.0
111,831.9017073596528,985.3419482764647,0.0,0.0,False,kagoshima,7,1049668.3009995613,5,318.3438428479168
112,59.834211957411675,455.438082550515,1.0,0.0005,True,tokyo,0,162.7132145384501,8,1050000.0
113,954.2371316290411,354.1932144362363,0.0,0.0,False,kagoshima,8,1049878.7630822777,2,123.07556387755339
114,987.6969487107417,496.96373610552035,0.0,0.0,False,tokyo,2,225.42238730457666,9,1050000.0
115,541.8330046087759,51.361831353664456,0.0,0.0,False,kagoshima,9,1049625.3475409488,1,284.72804272333207
116,293.0740018677446,217.01228345539704,1.0,0.0005,True,tokyo,0,171.31200873312773,10,1050000.0
117,367.9097796091502,726.3060945156841,0.0,0.0,False,kagoshima,10,1050132.0918950434,4,144.79309089043764
118,51.21777872411959,116.39571886895017,0.0,0.0,False,tokyo,0,245.60728280707764,11,1050000.0
119,166.84242492904576,541.0121188843918,0.0,0.0,False,kagoshima,11,1050666.1651288243,3,125.9879796564085
120,794.4376594223353,829.1706373059989,0.0,0.0,False,tokyo,5,166.692440485649,6,1050000.0
121,395.37739069137336,266.4956101746968,0.0,0.0,False,kagoshima,6,1049771.6247158782,1,123.97065880514396
122,302.9251681820345,186.59554490857678,0.0,0.0,False,tokyo,0,199.77466259746484,7,1050000.0
123,797.6139714249107,291.3777985938526,0.0,0.0,False,kagoshima,7,1049702.386853765,2,54.631297515352266
124,994.6583701009099,994.9487274932299,0.0,0.0,False,tokyo,5,365.62794817698426,8,1050000.0
125,972.286898302962,790.4701846113447,0.0,0.0,False,kagoshima,8,1049860.8127715664,5,186.13362545982716
126,934.7237447339347,258.23533851141644,0.0,0.0,False,tokyo,2,126.24371212142489,9,1050000.0
127,272.65700486349687,50.007754431347976,0.0,0.0,False,kagoshima,9,1049894.5242892832,0,302.07286162234647
128,49.60958550958028,900.3110062509694,0.0,0.0,False,tokyo,3,261.17912445689916,10,1050000.0
129,568.3238774922227,262.401661787504,0.0,0.0,False,kagoshima,10,1049931.7540798706,1,98.2460054859139
130,221.30251900963106,967.4181904544166,0.0,0.0,False,tokyo,3,305.2865092445087,11,1050000.0
131,227.5082438911673,566.8450985663718,0.0,0.0,False,kagoshima,11,1050605.4965300246,3,117.01389601228037
132,268.1167847110615,851.1794171097513,0.0,0.0,False,tokyo,3,210.11107023950666,6,1050000.0
133,374.6906984318573,720.4761326514692,0.0,0.0,False,kagoshima,6,1049792.3808098785,4,136.24286338319988
134,991.102567789761,556.3621576308063,0.0,0.0,False,tokyo,5,192.96930871469306,7,1050000.0
135,16.85538840544909,236.41500106084945,0.0,0.0,False,kagoshima,7,1050483.1490517715,0,178.5274948319005
136,541.7317096475061,718.6047882907213,0.0,0.0,False,tokyo,4,66.36708344227526,8,1050000.0
137,313.9468435102387,615.1402178302033,0.0,0.0,False,kagoshima,8,1050519.0910439992,3,155.82943182955313
138,104.66482065648874,370.9101243084764,0.0,0.0,False,tokyo,0,72.95787900475071,9,1050000.0
139,566.9926157458414,8.77839165348282,0.0,0.0,False,kagoshima,9,1049600.2137750888,1,331.0704787251082
140,120.52858676314892,820.217682407139,0.0,0.0,False,tokyo,3,160.1101197627592,10,1050000.0
141,750.8356993383034,437.49756650795257,0.0,0.0,False,kagoshima,10,1049749.189388258,2,132.9312367704057
142,909.3847592272248,422.68600459538266,0.0,0.0,False,tokyo,2,117.80581845768103,11,1050000.0
143,836.6665297514166,738.5618447973497,0.0,0.0,False,kagoshima,11,1049996.335908875,5,71.65571206273786
144,802.3631658745122,422.4004183378162,0.0,0.0,False,tokyo,2,94.50423484801722,6,1050000.0
145,138.0451961869076,575.55292381795,0.0,0.0,False,kagoshima,6,1050028.9828182405,3,95.92157424740442
146,987.2949764717498,190.55126024608305,0.0,0.0,False,tokyo,2,209.996626691709,7,1050000.0
147,157.61534945309884,175.09615925677778,0.0,0.0,False,kagoshima,7,1050342.3965198302,0,158.18247244036976
148,110.32014875481988,124.82958365121843,0.0,0.0,False,tokyo,0,215.74876078439203,8,1050000.0
149,168.3944430138944,377.7114485343819,0.0,0.0,False,kagoshima,8,1050664.6065083428,0,44.73318791861002
150,912.5334418947389,107.26701314665665,0.0,0.0,False,tokyo,2,239.33438894850752,9,1050000.0
151,801.7236402849078,372.70663225747245,0.0,0.0,False,kagoshima,9,1049365.3176268442,2,50.545299704898326
152,820.8198914750068,761.4876661134607,0.0,0.0,False,tokyo,5,95.26948142636992,10,1050000.0
153,710.0759661873287,9.754523153133633,0.0,0.0,False,kagoshima,10,1049790.1297757258,2,345.82937467881004
154,582.4084503612722,956.4590679836992,0.0,0.0,False,tokyo,4,300.9613010487197,11,1050000.0
155,2.989503565974494,663.857721928494,0.0,0.0,False,kagoshima,11,1050830.010501132,3,164.04059513429644
156,784.4573920760943,971.0713262094152,0.0,0.0,False,tokyo,5,307.92167219409333,6,1050000.0
157,187.33847987842822,91.26328177842747,0.0,0.0,False,kagoshima,6,1049979.6893476322,0,242.59079681698805
158,400.67883004290275,614.7456464597808,0.0,0.0,False,tokyo,4,112.22839331271217,7,1050000.0
159,305.72825081246725,639.2892179881493,0.0,0.0,False,kagoshima,7,1050194.3164138203,3,141.46877752067815
160,121.79041340620344,104.16981376097279,0.0,0.0,False,tokyo,0,233.2534262431527,8,1050000.0
161,402.7885583004944,53.89176513244853,0.0,0.0,False,kagoshima,8,1050430.248522414,1,295.552822974467
162,948.5312873651882,756.7136296488441,0.0,0.0,False,tokyo,5,146.27376287300345,9,1050000.0
163,209.72732057499988,737.1481367455415,0.0,0.0,False,kagoshima,9,1049957.27502274,3,82.13638056543516
164,491.8852999090697,342.86725901115614,0.0,0.0,False,tokyo,1,12.775412242232575,10,1050000.0
165,139.63995471611835,821.736713569345,1.0,0.0005,True,kagoshima,10,1050360.371443015,3,157.1369549284241
166,864.8848696178131,684.8075548583588,0.0,0.0,False,tokyo,5,36.520595840955295,11,1050000.0
167,249.17536936732398,168.12631516915278,0.0,0.0,False,kagoshima,11,1050583.94307665,0,184.21759764028428
168,184.7823475490583,813.3221033498853,0.0,0.0,False,tokyo,3,147.39867642923397,6,1050000.0
169,187.77661545098545,794.6029690701487,0.0,0.0,False,kagoshima,6,1049979.3248519332,3,129.28335339522815
170,981.3163367223851,548.2210530951359,0.0,0.0,False,tokyo,5,190.01624658585504,7,1050000.0
171,984.837243280604,491.91141536289695,1.0,0.0005,True,kagoshima,7,1049515.1747874354,2,219.7894137116082
172,825.2499353471761,130.89730921356957,1.0,0.0005,True,tokyo,2,202.25123269151777,8,1050000.0
173,219.08392343529138,779.1878793989206,1.0,0.0005,True,kagoshima,8,1050614.0108228896,3,123.68854176697228
174,3.5359888196697664,784.7102727666659,0.0,0.0,False,tokyo,3,201.43532775053637,9,1050000.0
175,147.36042742829548,945.438487572872,0.0,0.0,False,kagoshima,9,1050019.6764899716,3,279.1302638064666
176,370.7596287634072,220.87290606583554,0.0,0.0,False,tokyo,1,171.1010191421818,10,1050000.0
177,957.708688338337,99.5527782711959,0.0,0.0,False,kagoshima,10,1049542.4447101138,2,264.669345183695
178,395.680213811884,937.3767265746474,0.0,0.0,False,tokyo,4,289.8037129913208,11,1050000.0
179,214.6896811075336,885.1659370235813,0.0,0.0,False,kagoshima,11,1050618.3329704944,3,223.3174461646816
180,665.5657175370268,347.5712185574191,1.0,0.0005,True,tokyo,1,166.20567750169852,6,1050000.0
181,135.71830234223825,487.47829485595304,0.0,0.0,False,kagoshima,6,1050031.2930609114,0,157.61373096895582
182,946.8296989022355,680.1809497727487,0.0,0.0,False,tokyo,5,114.59030407973141,7,1050000.0
183,967.2048930182405,237.92961070533102,0.0,0.0,False,kagoshima,7,1049532.7994128875,2,164.46681194294877
184,411.7500944484444,868.7605051852529,0.0,0.0,False,tokyo,4,220.2165917510916,8,1050000.0
185,595.8115424556629,247.2785478321572,0.0,0.0,False,kagoshima,8,1050237.1919558814,1,128.56134344933184
186,337.4006122575356,434.5134663111227,0.0,0.0,False,tokyo,1,191.68605775257555,9,1050000.0
187,620.2388349546758,584.3874327172217,0.0,0.0,False,kagoshima,9,1049546.764416371,4,145.88424762224787
188,703.0691338128717,925.0916252322397,0.0,0.0,False,tokyo,5,288.95210157248613,10,1050000.0
189,222.9527860554159,761.252710106943,0.0,0.0,False,kagoshima,10,1050277.0514431018,3,109.60970591086624
190,135.8893374066721,611.0998931090529,1.0,0.0005,True,tokyo,3,63.97417664507455,11,1050000.0
191,318.1653682844578,518.2846401363229,1.0,0.0005,True,kagoshima,11,1050514.8451581057,3,212.0547731789095
192,30.29627813543034,715.194839236291,0.0,0.0,False,tokyo,3,144.9505091423882,6,1050000.0
193,262.1083285452577,533.8623590561008,0.0,0.0,False,kagoshima,6,1049904.910885427,3,163.61914800774176
194,835.7297939229784,374.35047644773135,0.0,0.0,False,tokyo,2,41.44048355553196,7,1050000.0
195,437.7660008489308,4.410074656914897,0.0,0.0,False,kagoshima,7,1050062.2854110259,1,334.43147233373463
196,141.89743962919133,924.1204555852435,0.0,0.0,False,tokyo,3,258.34292561928856,8,1050000.0
197,832.2524835219829,130.55214279881122,0.0,0.0,False,kagoshima,8,1050000.7670331947,2,202.4492372577329
198,506.78487127372694,465.817503100783,0.0,0.0,False,tokyo,1,132.9906899302637,9,1050000.0
199,969.2054091015137,818.0952448494259,0.0,0.0,False,kagoshima,9,1049197.805470531,5,203.42489150696056
200,159.27900571582776,787.4726711636612,0.0,0.0,False,tokyo,3,120.71983370616387,10,1050000.0
201,632.0634459175126,421.4561536427083,0.0,0.0,False,kagoshima,10,1049867.9652680652,1,158.9504478284669
202,772.341924842098,324.8699729197969,1.0,0.0005,True,tokyo,2,61.20048547345454,11,1050000.0
203,433.8098762920032,449.6075206893618,1.0,0.0005,True,kagoshima,11,1050399.2126196744,1,134.0837289077234
204,608.868998810955,85.03970612508938,0.0,0.0,False,tokyo,1,270.8076185055209,6,1050000.0
205,963.65122870443,133.83925677068441,0.0,0.0,False,kagoshima,6,1049203.367673733,2,238.19056489632547
206,200.25841966543422,486.4285984753906,1.0,0.0005,True,tokyo,0,156.99190204836924,7,1050000.0
207,892.9790318279454,406.4660150208286,0.0,0.0,False,kagoshima,7,1049607.0235392558,2,94.84060112661822
208,798.2389482887041,42.75147994293138,0.0,0.0,False,tokyo,2,292.3226541193719,8,1050000.0
209,30.148087159795,167.38939283550891,0.0,0.0,False,kagoshima,8,1050802.8649632775,0,214.83789063713704
210,513.7801888599541,584.0733571145038,0.0,0.0,False,tokyo,4,84.06379544890075,9,1050000.0
211,663.9243149200375,503.0943248425153,0.0,0.0,False,kagoshima,9,1049503.0884840277,4,231.8108094348375
212,942.6140143381759,896.3127650653317,0.0,0.0,False,tokyo,5,254.16446714920218,10,1050000.0
213,621.8885082745685,98.58142503974499,0.0,0.0,False,kagoshima,10,1049878.2653665654,1,264.2136952086251
214,460.64508443739646,87.99585954856926,0.0,0.0,False,tokyo,1,248.14479284741006,11,1050000.0
215,957.4113659260613,568.9011157084096,0.0,0.0,False,kagoshima,11,1049875.5932171843,5,158.43477860256303
216,15.45880647852449,597.1712245444702,0.0,0.0,False,tokyo,3,166.855599892638,6,1050000.0
217,604.3414092289307,242.69510405856863,0.0,0.0,False,kagoshima,6,1049562.6624757103,1,137.99312994084863
218,141.0246345231615,568.1346815782242,0.0,0.0,False,tokyo,3,102.22069652616564,7,1050000.0
219,788.8628498214927,120.075852689696,0.0,0.0,False,kagoshima,7,1049711.1587450204,2,217.45063930395824
220,888.4776731212493,606.981356110501,0.0,0.0,False,tokyo,5,81.73132709850415,8,1050000.0
221,435.15478043147414,452.9650058441018,0.0,0.0,False,kagoshima,8,1050397.852070117,1,136.3690035457681
222,556.7728236382374,850.6050746073929,0.0,0.0,False,tokyo,4,192.1821451785902,9,1050000.0
223,595.9020705912739,403.2486628923941,0.0,0.0,False,kagoshima,9,1049571.131069025,1,118.87843278687225
