arm,ttft_ms,cdf
1: no_redirect,172.389568000,0.010000000
1: no_redirect,184.694443000,0.020000000
1: no_redirect,188.867482000,0.030000000
1: no_redirect,195.615961000,0.040000000
1: no_redirect,195.867791000,0.050000000
1: no_redirect,195.895848000,0.060000000
1: no_redirect,202.034966000,0.070000000
1: no_redirect,204.445799000,0.080000000
1: no_redirect,211.754887000,0.090000000
1: no_redirect,213.610321000,0.100000000
1: no_redirect,213.812195000,0.110000000
1: no_redirect,214.745732000,0.120000000
1: no_redirect,230.832239000,0.130000000
1: no_redirect,235.747583000,0.140000000
1: no_redirect,247.595689000,0.150000000
1: no_redirect,275.539621000,0.160000000
1: no_redirect,279.813730000,0.170000000
1: no_redirect,285.100141000,0.180000000
1: no_redirect,290.069070000,0.190000000
1: no_redirect,304.013624000,0.200000000
1: no_redirect,313.006484000,0.210000000
1: no_redirect,318.103321000,0.220000000
1: no_redirect,346.170158000,0.230000000
1: no_redirect,364.322128000,0.240000000
1: no_redirect,390.818297000,0.250000000
1: no_redirect,419.926475000,0.260000000
1: no_redirect,427.238516000,0.270000000
1: no_redirect,461.751224000,0.280000000
1: no_redirect,470.012922000,0.290000000
1: no_redirect,504.726126000,0.300000000
1: no_redirect,520.201746000,0.310000000
1: no_redirect,522.720480000,0.320000000
1: no_redirect,531.371777000,0.330000000
1: no_redirect,534.539370000,0.340000000
1: no_redirect,534.744822000,0.350000000
1: no_redirect,538.955889000,0.360000000
1: no_redirect,561.311767000,0.370000000
1: no_redirect,621.073940000,0.380000000
1: no_redirect,621.971179000,0.390000000
1: no_redirect,629.802757000,0.400000000
1: no_redirect,685.340620000,0.410000000
1: no_redirect,747.686190000,0.420000000
1: no_redirect,787.596195000,0.430000000
1: no_redirect,810.776085000,0.440000000
1: no_redirect,830.656328000,0.450000000
1: no_redirect,995.107245000,0.460000000
1: no_redirect,1001.138525000,0.470000000
1: no_redirect,1065.595253000,0.480000000
1: no_redirect,1094.461856000,0.490000000
1: no_redirect,1241.215253000,0.500000000
1: no_redirect,1298.621553000,0.510000000
1: no_redirect,1689.743388000,0.520000000
1: no_redirect,1798.629315000,0.530000000
1: no_redirect,1828.020690000,0.540000000
1: no_redirect,1937.770730000,0.550000000
1: no_redirect,2119.281488000,0.560000000
1: no_redirect,2196.749958000,0.570000000
1: no_redirect,2220.845547000,0.580000000
1: no_redirect,2269.935060000,0.590000000
1: no_redirect,2425.981572000,0.600000000
1: no_redirect,2437.220760000,0.610000000
1: no_redirect,2508.563434000,0.620000000
1: no_redirect,2528.984275000,0.630000000
1: no_redirect,2733.557978000,0.640000000
1: no_redirect,2777.247160000,0.650000000
1: no_redirect,2925.390872000,0.660000000
1: no_redirect,3053.937708000,0.670000000
1: no_redirect,3171.716473000,0.680000000
1: no_redirect,3262.546760000,0.690000000
1: no_redirect,3266.105712000,0.700000000
1: no_redirect,3321.510941000,0.710000000
1: no_redirect,3389.010218000,0.720000000
1: no_redirect,3407.211054000,0.730000000
1: no_redirect,3477.378122000,0.740000000
1: no_redirect,3539.037775000,0.750000000
1: no_redirect,3792.192327000,0.760000000
1: no_redirect,3872.073595000,0.770000000
1: no_redirect,5782.814519000,0.780000000
1: no_redirect,7161.320486000,0.790000000
1: no_redirect,7562.405970000,0.800000000
1: no_redirect,7827.786499000,0.810000000
1: no_redirect,8027.076426000,0.820000000
1: no_redirect,8243.837744000,0.830000000
1: no_redirect,8368.184287000,0.840000000
1: no_redirect,8962.025892000,0.850000000
1: no_redirect,9058.781472000,0.860000000
1: no_redirect,9267.887275000,0.870000000
1: no_redirect,9428.091735000,0.880000000
1: no_redirect,10061.254617000,0.890000000
1: no_redirect,10143.543670000,0.900000000
1: no_redirect,10341.056292000,0.910000000
1: no_redirect,10554.729244000,0.920000000
1: no_redirect,10608.758701000,0.930000000
1: no_redirect,11131.324334000,0.940000000
1: no_redirect,11694.980424000,0.950000000
1: no_redirect,11753.936213000,0.960000000
1: no_redirect,12856.412450000,0.970000000
1: no_redirect,13341.568044000,0.980000000
1: no_redirect,13771.357377000,0.990000000
1: no_redirect,13930.516588000,1.000000000
2: redirect_no_kv,172.389568000,0.010000000
2: redirect_no_kv,184.694443000,0.020000000
2: redirect_no_kv,188.867482000,0.030000000
2: redirect_no_kv,195.867791000,0.040000000
2: redirect_no_kv,195.895848000,0.050000000
2: redirect_no_kv,202.034966000,0.060000000
2: redirect_no_kv,211.754887000,0.070000000
2: redirect_no_kv,213.610321000,0.080000000
2: redirect_no_kv,213.812195000,0.090000000
2: redirect_no_kv,214.745732000,0.100000000
2: redirect_no_kv,230.832239000,0.110000000
2: redirect_no_kv,247.595689000,0.120000000
2: redirect_no_kv,275.539621000,0.130000000
2: redirect_no_kv,279.813730000,0.140000000
2: redirect_no_kv,285.100141000,0.150000000
2: redirect_no_kv,290.069070000,0.160000000
2: redirect_no_kv,304.013624000,0.170000000
2: redirect_no_kv,304.893371000,0.180000000
2: redirect_no_kv,313.006484000,0.190000000
2: redirect_no_kv,318.103321000,0.200000000
2: redirect_no_kv,346.170158000,0.210000000
2: redirect_no_kv,364.322128000,0.220000000
2: redirect_no_kv,390.818297000,0.230000000
2: redirect_no_kv,419.926475000,0.240000000
2: redirect_no_kv,427.238516000,0.250000000
2: redirect_no_kv,461.751224000,0.260000000
2: redirect_no_kv,470.012922000,0.270000000
2: redirect_no_kv,481.075293000,0.280000000
2: redirect_no_kv,504.628632000,0.290000000
2: redirect_no_kv,504.726126000,0.300000000
2: redirect_no_kv,520.201746000,0.310000000
2: redirect_no_kv,522.720480000,0.320000000
2: redirect_no_kv,531.371777000,0.330000000
2: redirect_no_kv,534.539370000,0.340000000
2: redirect_no_kv,534.744822000,0.350000000
2: redirect_no_kv,538.955889000,0.360000000
2: redirect_no_kv,561.311767000,0.370000000
2: redirect_no_kv,576.563392000,0.380000000
2: redirect_no_kv,588.696441000,0.390000000
2: redirect_no_kv,596.212854000,0.400000000
2: redirect_no_kv,598.302940000,0.410000000
2: redirect_no_kv,621.073940000,0.420000000
2: redirect_no_kv,621.971179000,0.430000000
2: redirect_no_kv,629.802757000,0.440000000
2: redirect_no_kv,685.340620000,0.450000000
2: redirect_no_kv,747.686190000,0.460000000
2: redirect_no_kv,787.596195000,0.470000000
2: redirect_no_kv,810.776085000,0.480000000
2: redirect_no_kv,830.656328000,0.490000000
2: redirect_no_kv,995.107245000,0.500000000
2: redirect_no_kv,1001.138525000,0.510000000
2: redirect_no_kv,1025.832090000,0.520000000
2: redirect_no_kv,1065.595253000,0.530000000
2: redirect_no_kv,1094.461856000,0.540000000
2: redirect_no_kv,1241.215253000,0.550000000
2: redirect_no_kv,1298.621553000,0.560000000
2: redirect_no_kv,1689.743388000,0.570000000
2: redirect_no_kv,1798.629315000,0.580000000
2: redirect_no_kv,1828.020690000,0.590000000
2: redirect_no_kv,1937.770730000,0.600000000
2: redirect_no_kv,2119.281488000,0.610000000
2: redirect_no_kv,2183.790880000,0.620000000
2: redirect_no_kv,2202.470379000,0.630000000
2: redirect_no_kv,2269.935060000,0.640000000
2: redirect_no_kv,2508.563434000,0.650000000
2: redirect_no_kv,2660.561784000,0.660000000
2: redirect_no_kv,2706.440051000,0.670000000
2: redirect_no_kv,2777.247160000,0.680000000
2: redirect_no_kv,2913.972355000,0.690000000
2: redirect_no_kv,3022.159622000,0.700000000
2: redirect_no_kv,3042.114153000,0.710000000
2: redirect_no_kv,3053.937708000,0.720000000
2: redirect_no_kv,3142.361217000,0.730000000
2: redirect_no_kv,3173.727543000,0.740000000
2: redirect_no_kv,3189.647298000,0.750000000
2: redirect_no_kv,3199.329098000,0.760000000
2: redirect_no_kv,3262.546760000,0.770000000
2: redirect_no_kv,3266.105712000,0.780000000
2: redirect_no_kv,3319.888797000,0.790000000
2: redirect_no_kv,3354.842071000,0.800000000
2: redirect_no_kv,3475.755978000,0.810000000
2: redirect_no_kv,3511.255076000,0.820000000
2: redirect_no_kv,4077.262509000,0.830000000
2: redirect_no_kv,4762.479137000,0.840000000
2: redirect_no_kv,4973.270669000,0.850000000
2: redirect_no_kv,5453.260278000,0.860000000
2: redirect_no_kv,5620.131635000,0.870000000
2: redirect_no_kv,5851.233169000,0.880000000
