arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,18.555493000,0.013333333
1: no_redirect,18.839182000,0.016666667
1: no_redirect,18.932081000,0.020000000
1: no_redirect,19.084251000,0.023333333
1: no_redirect,19.167319000,0.026666667
1: no_redirect,19.278327000,0.030000000
1: no_redirect,19.468594000,0.033333333
1: no_redirect,19.580009000,0.036666667
1: no_redirect,20.200979000,0.040000000
1: no_redirect,20.760831000,0.043333333
1: no_redirect,21.041930000,0.046666667
1: no_redirect,21.129618000,0.050000000
1: no_redirect,21.241337000,0.053333333
1: no_redirect,21.257002000,0.056666667
1: no_redirect,21.300104000,0.060000000
1: no_redirect,21.363338000,0.063333333
1: no_redirect,21.371459000,0.066666667
1: no_redirect,21.412918000,0.070000000
1: no_redirect,21.457481000,0.073333333
1: no_redirect,21.465650000,0.076666667
1: no_redirect,21.609646000,0.080000000
1: no_redirect,21.737721000,0.083333333
1: no_redirect,21.760054000,0.086666667
1: no_redirect,21.764840000,0.090000000
1: no_redirect,21.775447000,0.093333333
1: no_redirect,21.848049000,0.096666667
1: no_redirect,21.877366000,0.100000000
1: no_redirect,21.894242000,0.103333333
1: no_redirect,21.903769000,0.106666667
1: no_redirect,21.911922000,0.110000000
1: no_redirect,21.914470000,0.113333333
1: no_redirect,21.914490000,0.116666667
1: no_redirect,21.947975000,0.120000000
1: no_redirect,21.957794000,0.123333333
1: no_redirect,21.958351000,0.126666667
1: no_redirect,21.970367000,0.130000000
1: no_redirect,21.973742000,0.133333333
1: no_redirect,21.995870000,0.136666667
1: no_redirect,22.036655000,0.140000000
1: no_redirect,22.067441000,0.143333333
1: no_redirect,22.077366000,0.146666667
1: no_redirect,22.091684000,0.150000000
1: no_redirect,22.103565000,0.153333333
1: no_redirect,22.111114000,0.156666667
1: no_redirect,22.132948000,0.160000000
1: no_redirect,22.143466000,0.163333333
1: no_redirect,22.160186000,0.166666667
1: no_redirect,22.195685000,0.170000000
1: no_redirect,22.214719000,0.173333333
1: no_redirect,22.218313000,0.176666667
1: no_redirect,22.239882000,0.180000000
1: no_redirect,22.273234000,0.183333333
1: no_redirect,22.278827000,0.186666667
1: no_redirect,22.298862000,0.190000000
1: no_redirect,22.395019000,0.193333333
1: no_redirect,22.418662000,0.196666667
1: no_redirect,22.490438000,0.200000000
1: no_redirect,22.616363000,0.203333333
1: no_redirect,22.648528000,0.206666667
1: no_redirect,22.651630000,0.210000000
1: no_redirect,22.668040000,0.213333333
1: no_redirect,22.720819000,0.216666667
1: no_redirect,22.870880000,0.220000000
1: no_redirect,22.932304000,0.223333333
1: no_redirect,23.006234000,0.226666667
1: no_redirect,23.306805000,0.230000000
1: no_redirect,23.324791000,0.233333333
1: no_redirect,23.397959000,0.236666667
1: no_redirect,23.425723000,0.240000000
1: no_redirect,23.465009000,0.243333333
1: no_redirect,23.495312000,0.246666667
1: no_redirect,23.502062000,0.250000000
1: no_redirect,23.572240000,0.253333333
1: no_redirect,23.580901000,0.256666667
1: no_redirect,23.599226000,0.260000000
1: no_redirect,23.666431000,0.263333333
1: no_redirect,23.702405000,0.266666667
1: no_redirect,23.713747000,0.270000000
1: no_redirect,23.762907000,0.273333333
1: no_redirect,23.831955000,0.276666667
1: no_redirect,23.873928000,0.280000000
1: no_redirect,23.937292000,0.283333333
1: no_redirect,24.039213000,0.286666667
1: no_redirect,24.093208000,0.290000000
1: no_redirect,24.118151000,0.293333333
1: no_redirect,24.152410000,0.296666667
1: no_redirect,24.205438000,0.300000000
1: no_redirect,24.237323000,0.303333333
1: no_redirect,24.280176000,0.306666667
1: no_redirect,24.284039000,0.310000000
1: no_redirect,24.362483000,0.313333333
1: no_redirect,24.425549000,0.316666667
1: no_redirect,24.431789000,0.320000000
1: no_redirect,24.435400000,0.323333333
