arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,18.131259000,0.013333333
1: no_redirect,18.555493000,0.016666667
1: no_redirect,18.875751000,0.020000000
1: no_redirect,18.932081000,0.023333333
1: no_redirect,19.030158000,0.026666667
1: no_redirect,19.164954000,0.030000000
1: no_redirect,19.271415000,0.033333333
1: no_redirect,19.468594000,0.036666667
1: no_redirect,20.169546000,0.040000000
1: no_redirect,20.278593000,0.043333333
1: no_redirect,20.368119000,0.046666667
1: no_redirect,21.127748000,0.050000000
1: no_redirect,21.139084000,0.053333333
1: no_redirect,21.221414000,0.056666667
1: no_redirect,21.305945000,0.060000000
1: no_redirect,21.328853000,0.063333333
1: no_redirect,21.412329000,0.066666667
1: no_redirect,21.493950000,0.070000000
1: no_redirect,21.743186000,0.073333333
1: no_redirect,21.746539000,0.076666667
1: no_redirect,21.760054000,0.080000000
1: no_redirect,21.833225000,0.083333333
1: no_redirect,21.843579000,0.086666667
1: no_redirect,21.873381000,0.090000000
1: no_redirect,21.877366000,0.093333333
1: no_redirect,21.898714000,0.096666667
1: no_redirect,21.903769000,0.100000000
1: no_redirect,21.910397000,0.103333333
1: no_redirect,21.914470000,0.106666667
1: no_redirect,21.923898000,0.110000000
1: no_redirect,21.932087000,0.113333333
1: no_redirect,21.951538000,0.116666667
1: no_redirect,21.955451000,0.120000000
1: no_redirect,21.962050000,0.123333333
1: no_redirect,21.973742000,0.126666667
1: no_redirect,22.004896000,0.130000000
1: no_redirect,22.010282000,0.133333333
1: no_redirect,22.071870000,0.136666667
1: no_redirect,22.074080000,0.140000000
1: no_redirect,22.082846000,0.143333333
1: no_redirect,22.103959000,0.146666667
1: no_redirect,22.111114000,0.150000000
1: no_redirect,22.132948000,0.153333333
1: no_redirect,22.141898000,0.156666667
1: no_redirect,22.160186000,0.160000000
1: no_redirect,22.166977000,0.163333333
1: no_redirect,22.196682000,0.166666667
1: no_redirect,22.213003000,0.170000000
1: no_redirect,22.214719000,0.173333333
1: no_redirect,22.273234000,0.176666667
1: no_redirect,22.278827000,0.180000000
1: no_redirect,22.298862000,0.183333333
1: no_redirect,22.399351000,0.186666667
1: no_redirect,22.496710000,0.190000000
1: no_redirect,22.616363000,0.193333333
1: no_redirect,22.648528000,0.196666667
1: no_redirect,22.713198000,0.200000000
1: no_redirect,22.870880000,0.203333333
1: no_redirect,22.920109000,0.206666667
1: no_redirect,22.937557000,0.210000000
1: no_redirect,22.946797000,0.213333333
1: no_redirect,22.955254000,0.216666667
1: no_redirect,22.965320000,0.220000000
1: no_redirect,22.968214000,0.223333333
1: no_redirect,23.126651000,0.226666667
1: no_redirect,23.279284000,0.230000000
1: no_redirect,23.321675000,0.233333333
1: no_redirect,23.323702000,0.236666667
1: no_redirect,23.324791000,0.240000000
1: no_redirect,23.397959000,0.243333333
1: no_redirect,23.457129000,0.246666667
1: no_redirect,23.458072000,0.250000000
1: no_redirect,23.465009000,0.253333333
1: no_redirect,23.499277000,0.256666667
1: no_redirect,23.578718000,0.260000000
1: no_redirect,23.599226000,0.263333333
1: no_redirect,23.659034000,0.266666667
1: no_redirect,23.666431000,0.270000000
1: no_redirect,23.713747000,0.273333333
1: no_redirect,23.725502000,0.276666667
1: no_redirect,23.815510000,0.280000000
1: no_redirect,23.828704000,0.283333333
1: no_redirect,23.835728000,0.286666667
1: no_redirect,23.954107000,0.290000000
1: no_redirect,23.958415000,0.293333333
1: no_redirect,23.981262000,0.296666667
1: no_redirect,24.042240000,0.300000000
1: no_redirect,24.122915000,0.303333333
1: no_redirect,24.159471000,0.306666667
1: no_redirect,24.205438000,0.310000000
1: no_redirect,24.280176000,0.313333333
1: no_redirect,24.289129000,0.316666667
1: no_redirect,24.374732000,0.320000000
1: no_redirect,24.378163000,0.323333333
