arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,18.246200000,0.013333333
1: no_redirect,18.555493000,0.016666667
1: no_redirect,18.839182000,0.020000000
1: no_redirect,18.875751000,0.023333333
1: no_redirect,18.932081000,0.026666667
1: no_redirect,19.166101000,0.030000000
1: no_redirect,19.269578000,0.033333333
1: no_redirect,19.468594000,0.036666667
1: no_redirect,20.198435000,0.040000000
1: no_redirect,20.834961000,0.043333333
1: no_redirect,21.123668000,0.046666667
1: no_redirect,21.130989000,0.050000000
1: no_redirect,21.188633000,0.053333333
1: no_redirect,21.307430000,0.056666667
1: no_redirect,21.320066000,0.060000000
1: no_redirect,21.371459000,0.063333333
1: no_redirect,21.402737000,0.066666667
1: no_redirect,21.489107000,0.070000000
1: no_redirect,21.746035000,0.073333333
1: no_redirect,21.753571000,0.076666667
1: no_redirect,21.760054000,0.080000000
1: no_redirect,21.843579000,0.083333333
1: no_redirect,21.877366000,0.086666667
1: no_redirect,21.896035000,0.090000000
1: no_redirect,21.903769000,0.093333333
1: no_redirect,21.908582000,0.096666667
1: no_redirect,21.910397000,0.100000000
1: no_redirect,21.914470000,0.103333333
1: no_redirect,21.915227000,0.106666667
1: no_redirect,21.919610000,0.110000000
1: no_redirect,21.956305000,0.113333333
1: no_redirect,21.959498000,0.116666667
1: no_redirect,21.961815000,0.120000000
1: no_redirect,21.970367000,0.123333333
1: no_redirect,21.973742000,0.126666667
1: no_redirect,22.000876000,0.130000000
1: no_redirect,22.002527000,0.133333333
1: no_redirect,22.074084000,0.136666667
1: no_redirect,22.081034000,0.140000000
1: no_redirect,22.097403000,0.143333333
1: no_redirect,22.106413000,0.146666667
1: no_redirect,22.111114000,0.150000000
1: no_redirect,22.132948000,0.153333333
1: no_redirect,22.143466000,0.156666667
1: no_redirect,22.160186000,0.160000000
1: no_redirect,22.166977000,0.163333333
1: no_redirect,22.197679000,0.166666667
1: no_redirect,22.204268000,0.170000000
1: no_redirect,22.214719000,0.173333333
1: no_redirect,22.273234000,0.176666667
1: no_redirect,22.278827000,0.180000000
1: no_redirect,22.298862000,0.183333333
1: no_redirect,22.397184000,0.186666667
1: no_redirect,22.494662000,0.190000000
1: no_redirect,22.616363000,0.193333333
1: no_redirect,22.648528000,0.196666667
1: no_redirect,22.870880000,0.200000000
1: no_redirect,22.910515000,0.203333333
1: no_redirect,22.946797000,0.206666667
1: no_redirect,22.955254000,0.210000000
1: no_redirect,22.962006000,0.213333333
1: no_redirect,22.965320000,0.216666667
1: no_redirect,23.131108000,0.220000000
1: no_redirect,23.280791000,0.223333333
1: no_redirect,23.284234000,0.226666667
1: no_redirect,23.322677000,0.230000000
1: no_redirect,23.324791000,0.233333333
1: no_redirect,23.397959000,0.236666667
1: no_redirect,23.451078000,0.240000000
1: no_redirect,23.465009000,0.243333333
1: no_redirect,23.473387000,0.246666667
1: no_redirect,23.500672000,0.250000000
1: no_redirect,23.578718000,0.253333333
1: no_redirect,23.591634000,0.256666667
1: no_redirect,23.599226000,0.260000000
1: no_redirect,23.659034000,0.263333333
1: no_redirect,23.666431000,0.266666667
1: no_redirect,23.713747000,0.270000000
1: no_redirect,23.755806000,0.273333333
1: no_redirect,23.820143000,0.276666667
1: no_redirect,23.823747000,0.280000000
1: no_redirect,23.836134000,0.283333333
1: no_redirect,23.836343000,0.286666667
1: no_redirect,23.951798000,0.290000000
1: no_redirect,23.981262000,0.293333333
1: no_redirect,24.039213000,0.296666667
1: no_redirect,24.046525000,0.300000000
1: no_redirect,24.124068000,0.303333333
1: no_redirect,24.167814000,0.306666667
1: no_redirect,24.205438000,0.310000000
1: no_redirect,24.280176000,0.313333333
1: no_redirect,24.290344000,0.316666667
1: no_redirect,24.367972000,0.320000000
1: no_redirect,24.425549000,0.323333333
