arm,ttft_ms,cdf
1: no_redirect,173.383862000,0.003333333
1: no_redirect,183.379009000,0.006666667
1: no_redirect,184.291064000,0.010000000
1: no_redirect,184.694905000,0.013333333
1: no_redirect,188.377635000,0.016666667
1: no_redirect,188.600932000,0.020000000
1: no_redirect,189.563131000,0.023333333
1: no_redirect,193.096714000,0.026666667
1: no_redirect,195.695378000,0.030000000
1: no_redirect,196.294189000,0.033333333
1: no_redirect,206.167737000,0.036666667
1: no_redirect,213.754140000,0.040000000
1: no_redirect,217.863654000,0.043333333
1: no_redirect,220.103868000,0.046666667
1: no_redirect,223.226678000,0.050000000
1: no_redirect,224.842511000,0.053333333
1: no_redirect,231.123314000,0.056666667
1: no_redirect,236.437795000,0.060000000
1: no_redirect,275.252378000,0.063333333
1: no_redirect,297.472541000,0.066666667
1: no_redirect,320.109260000,0.070000000
1: no_redirect,332.551466000,0.073333333
1: no_redirect,337.047589000,0.076666667
1: no_redirect,337.422097000,0.080000000
1: no_redirect,339.557377000,0.083333333
1: no_redirect,350.429185000,0.086666667
1: no_redirect,358.472131000,0.090000000
1: no_redirect,360.368190000,0.093333333
1: no_redirect,366.848225000,0.096666667
1: no_redirect,378.658923000,0.100000000
1: no_redirect,391.022172000,0.103333333
1: no_redirect,394.922503000,0.106666667
1: no_redirect,419.322078000,0.110000000
1: no_redirect,443.481249000,0.113333333
1: no_redirect,469.152835000,0.116666667
1: no_redirect,503.761708000,0.120000000
1: no_redirect,512.493484000,0.123333333
1: no_redirect,513.193651000,0.126666667
1: no_redirect,517.347311000,0.130000000
1: no_redirect,527.786783000,0.133333333
1: no_redirect,533.585801000,0.136666667
1: no_redirect,537.848481000,0.140000000
1: no_redirect,542.030237000,0.143333333
1: no_redirect,543.402295000,0.146666667
1: no_redirect,553.358108000,0.150000000
1: no_redirect,556.535945000,0.153333333
1: no_redirect,565.466969000,0.156666667
1: no_redirect,589.464169000,0.160000000
1: no_redirect,590.930024000,0.163333333
1: no_redirect,607.639102000,0.166666667
1: no_redirect,619.884401000,0.170000000
1: no_redirect,643.726357000,0.173333333
1: no_redirect,645.027059000,0.176666667
1: no_redirect,652.842882000,0.180000000
1: no_redirect,656.851821000,0.183333333
1: no_redirect,661.343153000,0.186666667
1: no_redirect,690.606598000,0.190000000
1: no_redirect,692.844788000,0.193333333
1: no_redirect,699.434158000,0.196666667
1: no_redirect,699.782312000,0.200000000
1: no_redirect,712.347580000,0.203333333
1: no_redirect,715.873387000,0.206666667
1: no_redirect,729.775751000,0.210000000
1: no_redirect,742.035975000,0.213333333
1: no_redirect,751.714829000,0.216666667
1: no_redirect,789.934411000,0.220000000
1: no_redirect,824.845284000,0.223333333
1: no_redirect,826.123139000,0.226666667
1: no_redirect,837.199097000,0.230000000
1: no_redirect,840.137416000,0.233333333
1: no_redirect,868.357794000,0.236666667
1: no_redirect,869.893856000,0.240000000
1: no_redirect,904.134447000,0.243333333
1: no_redirect,932.128794000,0.246666667
1: no_redirect,953.787675000,0.250000000
1: no_redirect,962.237560000,0.253333333
1: no_redirect,965.838457000,0.256666667
1: no_redirect,968.547511000,0.260000000
1: no_redirect,972.467753000,0.263333333
1: no_redirect,975.556602000,0.266666667
1: no_redirect,976.597618000,0.270000000
1: no_redirect,993.017252000,0.273333333
1: no_redirect,1023.445750000,0.276666667
1: no_redirect,1045.497786000,0.280000000
1: no_redirect,1049.944131000,0.283333333
1: no_redirect,1090.840948000,0.286666667
1: no_redirect,1098.705466000,0.290000000
1: no_redirect,1099.009835000,0.293333333
1: no_redirect,1155.153856000,0.296666667
1: no_redirect,1175.246358000,0.300000000
1: no_redirect,1183.940858000,0.303333333
1: no_redirect,1200.343897000,0.306666667
1: no_redirect,1222.494096000,0.310000000
1: no_redirect,1226.516172000,0.313333333
1: no_redirect,1249.833760000,0.316666667
1: no_redirect,1303.102910000,0.320000000
1: no_redirect,1398.647612000,0.323333333
1: no_redirect,1475.165543000,0.326666667
1: no_redirect,1481.648395000,0.330000000
1: no_redirect,1498.506066000,0.333333333
1: no_redirect,1499.006309000,0.336666667
1: no_redirect,1506.260110000,0.340000000
1: no_redirect,1534.179780000,0.343333333
1: no_redirect,1553.224644000,0.346666667
1: no_redirect,1557.972044000,0.350000000
1: no_redirect,1597.444752000,0.353333333
1: no_redirect,1816.878731000,0.356666667
1: no_redirect,1923.627653000,0.360000000
1: no_redirect,2103.826336000,0.363333333
1: no_redirect,2111.519463000,0.366666667
1: no_redirect,2140.660161000,0.370000000
1: no_redirect,2161.960683000,0.373333333
1: no_redirect,2384.985929000,0.376666667
1: no_redirect,2431.094463000,0.380000000
1: no_redirect,2470.958145000,0.383333333
1: no_redirect,2471.004521000,0.386666667
1: no_redirect,2665.591675000,0.390000000
1: no_redirect,2824.329812000,0.393333333
1: no_redirect,2852.089342000,0.396666667
1: no_redirect,2962.174359000,0.400000000
1: no_redirect,2976.040295000,0.403333333
1: no_redirect,3043.340768000,0.406666667
1: no_redirect,3045.248218000,0.410000000
1: no_redirect,3056.535208000,0.413333333
1: no_redirect,3086.660983000,0.416666667
1: no_redirect,3131.842832000,0.420000000
1: no_redirect,3153.943981000,0.423333333
1: no_redirect,3178.921444000,0.426666667
1: no_redirect,3218.547909000,0.430000000
1: no_redirect,3259.422815000,0.433333333
1: no_redirect,3329.473165000,0.436666667
1: no_redirect,3428.505898000,0.440000000
1: no_redirect,3458.877862000,0.443333333
1: no_redirect,3469.775721000,0.446666667
1: no_redirect,3619.530706000,0.450000000
1: no_redirect,3739.791284000,0.453333333
1: no_redirect,3999.224951000,0.456666667
1: no_redirect,4048.243991000,0.460000000
1: no_redirect,4054.957505000,0.463333333
1: no_redirect,4153.785909000,0.466666667
1: no_redirect,4225.218890000,0.470000000
1: no_redirect,4250.474891000,0.473333333
1: no_redirect,4258.875319000,0.476666667
1: no_redirect,4261.947917000,0.480000000
1: no_redirect,4308.097705000,0.483333333
1: no_redirect,4476.378468000,0.486666667
1: no_redirect,4483.174251000,0.490000000
1: no_redirect,4490.522235000,0.493333333
1: no_redirect,4646.275882000,0.496666667
1: no_redirect,4692.937114000,0.500000000
1: no_redirect,4760.209335000,0.503333333
1: no_redirect,4778.145425000,0.506666667
1: no_redirect,4795.309441000,0.510000000
1: no_redirect,4833.274678000,0.513333333
