arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.001666667
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.005000000
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.008333333
1: no_redirect,0.000000000,0.010000000
1: no_redirect,19.173186000,0.011666667
1: no_redirect,19.591564000,0.013333333
1: no_redirect,20.427472000,0.015000000
1: no_redirect,20.522004000,0.016666667
1: no_redirect,20.805959000,0.018333333
1: no_redirect,20.823120000,0.020000000
1: no_redirect,21.441854000,0.021666667
1: no_redirect,21.491073000,0.023333333
1: no_redirect,22.395198000,0.025000000
1: no_redirect,22.432205000,0.026666667
1: no_redirect,22.587286000,0.028333333
1: no_redirect,22.692315000,0.030000000
1: no_redirect,22.837954000,0.031666667
1: no_redirect,22.877035000,0.033333333
1: no_redirect,23.116198000,0.035000000
1: no_redirect,23.215646000,0.036666667
1: no_redirect,23.389419000,0.038333333
1: no_redirect,23.390308000,0.040000000
1: no_redirect,23.409430000,0.041666667
1: no_redirect,23.773201000,0.043333333
1: no_redirect,23.872353000,0.045000000
1: no_redirect,23.971180000,0.046666667
1: no_redirect,23.980110000,0.048333333
1: no_redirect,24.065983000,0.050000000
1: no_redirect,24.207229000,0.051666667
1: no_redirect,24.381754000,0.053333333
1: no_redirect,24.643556000,0.055000000
1: no_redirect,24.796920000,0.056666667
1: no_redirect,24.907931000,0.058333333
1: no_redirect,24.937553000,0.060000000
1: no_redirect,24.949152000,0.061666667
1: no_redirect,25.086660000,0.063333333
1: no_redirect,25.137694000,0.065000000
1: no_redirect,25.236879000,0.066666667
1: no_redirect,25.751714000,0.068333333
1: no_redirect,25.888003000,0.070000000
1: no_redirect,25.901794000,0.071666667
1: no_redirect,25.931895000,0.073333333
1: no_redirect,26.100432000,0.075000000
1: no_redirect,26.102680000,0.076666667
1: no_redirect,26.148716000,0.078333333
1: no_redirect,26.332990000,0.080000000
1: no_redirect,26.334547000,0.081666667
1: no_redirect,26.347470000,0.083333333
1: no_redirect,26.486036000,0.085000000
1: no_redirect,26.751374000,0.086666667
1: no_redirect,26.781837000,0.088333333
1: no_redirect,26.784105000,0.090000000
1: no_redirect,26.831425000,0.091666667
1: no_redirect,26.945029000,0.093333333
1: no_redirect,27.082819000,0.095000000
1: no_redirect,27.091683000,0.096666667
1: no_redirect,27.160799000,0.098333333
1: no_redirect,27.250126000,0.100000000
1: no_redirect,27.310172000,0.101666667
1: no_redirect,27.328834000,0.103333333
1: no_redirect,27.454195000,0.105000000
1: no_redirect,27.467710000,0.106666667
1: no_redirect,27.742997000,0.108333333
1: no_redirect,27.763833000,0.110000000
1: no_redirect,27.869267000,0.111666667
1: no_redirect,27.889404000,0.113333333
1: no_redirect,27.909532000,0.115000000
1: no_redirect,27.926926000,0.116666667
1: no_redirect,28.004367000,0.118333333
1: no_redirect,28.100674000,0.120000000
1: no_redirect,28.114046000,0.121666667
1: no_redirect,28.123518000,0.123333333
1: no_redirect,28.150873000,0.125000000
1: no_redirect,28.187977000,0.126666667
1: no_redirect,28.265647000,0.128333333
1: no_redirect,28.413013000,0.130000000
1: no_redirect,28.418188000,0.131666667
1: no_redirect,28.425802000,0.133333333
1: no_redirect,28.483592000,0.135000000
1: no_redirect,28.539993000,0.136666667
1: no_redirect,28.613250000,0.138333333
1: no_redirect,28.707037000,0.140000000
1: no_redirect,28.734442000,0.141666667
1: no_redirect,28.791869000,0.143333333
1: no_redirect,28.818673000,0.145000000
1: no_redirect,28.842375000,0.146666667
1: no_redirect,28.862213000,0.148333333
1: no_redirect,28.949886000,0.150000000
1: no_redirect,28.982781000,0.151666667
1: no_redirect,29.096666000,0.153333333
1: no_redirect,29.102906000,0.155000000
1: no_redirect,29.334690000,0.156666667
1: no_redirect,29.439706000,0.158333333
1: no_redirect,29.442576000,0.160000000
1: no_redirect,29.449252000,0.161666667
1: no_redirect,29.568770000,0.163333333
