arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.001666667
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.005000000
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.008333333
1: no_redirect,0.000000000,0.010000000
1: no_redirect,19.169468000,0.011666667
1: no_redirect,19.721243000,0.013333333
1: no_redirect,20.512082000,0.015000000
1: no_redirect,20.903690000,0.016666667
1: no_redirect,21.184394000,0.018333333
1: no_redirect,21.233154000,0.020000000
1: no_redirect,21.710743000,0.021666667
1: no_redirect,22.110659000,0.023333333
1: no_redirect,22.327911000,0.025000000
1: no_redirect,22.512463000,0.026666667
1: no_redirect,22.571126000,0.028333333
1: no_redirect,22.605526000,0.030000000
1: no_redirect,22.938512000,0.031666667
1: no_redirect,22.980513000,0.033333333
1: no_redirect,23.056534000,0.035000000
1: no_redirect,23.174161000,0.036666667
1: no_redirect,23.274975000,0.038333333
1: no_redirect,23.517831000,0.040000000
1: no_redirect,24.001668000,0.041666667
1: no_redirect,24.090668000,0.043333333
1: no_redirect,24.127295000,0.045000000
1: no_redirect,24.171067000,0.046666667
1: no_redirect,24.400652000,0.048333333
1: no_redirect,24.783692000,0.050000000
1: no_redirect,24.788015000,0.051666667
1: no_redirect,24.811084000,0.053333333
1: no_redirect,24.952169000,0.055000000
1: no_redirect,24.959188000,0.056666667
1: no_redirect,24.990208000,0.058333333
1: no_redirect,25.078454000,0.060000000
1: no_redirect,25.202008000,0.061666667
1: no_redirect,25.395166000,0.063333333
1: no_redirect,25.396722000,0.065000000
1: no_redirect,25.613414000,0.066666667
1: no_redirect,25.637785000,0.068333333
1: no_redirect,25.750440000,0.070000000
1: no_redirect,26.016341000,0.071666667
1: no_redirect,26.155555000,0.073333333
1: no_redirect,26.220709000,0.075000000
1: no_redirect,26.560714000,0.076666667
1: no_redirect,26.591352000,0.078333333
1: no_redirect,26.704262000,0.080000000
1: no_redirect,26.725566000,0.081666667
1: no_redirect,26.727894000,0.083333333
1: no_redirect,26.982223000,0.085000000
1: no_redirect,27.053460000,0.086666667
1: no_redirect,27.096020000,0.088333333
1: no_redirect,27.146535000,0.090000000
1: no_redirect,27.208256000,0.091666667
1: no_redirect,27.334833000,0.093333333
1: no_redirect,27.394472000,0.095000000
1: no_redirect,27.469134000,0.096666667
1: no_redirect,27.507273000,0.098333333
1: no_redirect,27.552031000,0.100000000
1: no_redirect,27.558515000,0.101666667
1: no_redirect,27.681650000,0.103333333
1: no_redirect,27.683185000,0.105000000
1: no_redirect,27.780505000,0.106666667
1: no_redirect,27.881916000,0.108333333
1: no_redirect,27.909712000,0.110000000
1: no_redirect,27.940414000,0.111666667
1: no_redirect,27.965659000,0.113333333
1: no_redirect,28.017634000,0.115000000
1: no_redirect,28.111438000,0.116666667
1: no_redirect,28.113857000,0.118333333
1: no_redirect,28.134014000,0.120000000
1: no_redirect,28.272193000,0.121666667
1: no_redirect,28.394154000,0.123333333
1: no_redirect,28.423383000,0.125000000
1: no_redirect,28.431041000,0.126666667
1: no_redirect,28.603562000,0.128333333
1: no_redirect,28.631335000,0.130000000
1: no_redirect,28.672882000,0.131666667
1: no_redirect,28.706199000,0.133333333
1: no_redirect,28.708976000,0.135000000
1: no_redirect,28.711835000,0.136666667
1: no_redirect,28.764874000,0.138333333
1: no_redirect,28.796671000,0.140000000
1: no_redirect,28.849073000,0.141666667
1: no_redirect,28.956663000,0.143333333
1: no_redirect,28.962876000,0.145000000
1: no_redirect,28.967946000,0.146666667
1: no_redirect,29.010218000,0.148333333
1: no_redirect,29.036516000,0.150000000
1: no_redirect,29.076944000,0.151666667
1: no_redirect,29.174643000,0.153333333
1: no_redirect,29.556852000,0.155000000
1: no_redirect,29.632472000,0.156666667
1: no_redirect,29.741338000,0.158333333
1: no_redirect,29.753653000,0.160000000
1: no_redirect,29.774411000,0.161666667
1: no_redirect,29.988533000,0.163333333
