arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.010000000
1: no_redirect,17.154210000,0.013333333
1: no_redirect,18.163978000,0.016666667
1: no_redirect,18.894515000,0.020000000
1: no_redirect,18.929675000,0.023333333
1: no_redirect,19.194614000,0.026666667
1: no_redirect,19.613823000,0.030000000
1: no_redirect,19.647205000,0.033333333
1: no_redirect,19.879331000,0.036666667
1: no_redirect,19.950588000,0.040000000
1: no_redirect,19.961227000,0.043333333
1: no_redirect,20.014476000,0.046666667
1: no_redirect,20.055904000,0.050000000
1: no_redirect,20.151234000,0.053333333
1: no_redirect,20.468890000,0.056666667
1: no_redirect,20.477773000,0.060000000
1: no_redirect,20.513367000,0.063333333
1: no_redirect,20.725015000,0.066666667
1: no_redirect,20.947708000,0.070000000
1: no_redirect,21.262193000,0.073333333
1: no_redirect,21.519288000,0.076666667
1: no_redirect,21.570672000,0.080000000
1: no_redirect,21.579404000,0.083333333
1: no_redirect,21.757805000,0.086666667
1: no_redirect,21.957132000,0.090000000
1: no_redirect,21.963797000,0.093333333
1: no_redirect,22.212637000,0.096666667
1: no_redirect,22.300621000,0.100000000
1: no_redirect,22.341574000,0.103333333
1: no_redirect,22.372281000,0.106666667
1: no_redirect,22.651907000,0.110000000
1: no_redirect,22.659832000,0.113333333
1: no_redirect,22.692343000,0.116666667
1: no_redirect,22.706569000,0.120000000
1: no_redirect,22.734353000,0.123333333
1: no_redirect,22.745591000,0.126666667
1: no_redirect,22.768828000,0.130000000
1: no_redirect,22.853092000,0.133333333
1: no_redirect,22.853497000,0.136666667
1: no_redirect,22.938902000,0.140000000
1: no_redirect,23.169134000,0.143333333
1: no_redirect,23.270113000,0.146666667
1: no_redirect,23.325512000,0.150000000
1: no_redirect,23.334889000,0.153333333
1: no_redirect,23.376730000,0.156666667
1: no_redirect,23.387942000,0.160000000
1: no_redirect,23.420124000,0.163333333
1: no_redirect,23.452951000,0.166666667
1: no_redirect,23.472671000,0.170000000
1: no_redirect,23.662034000,0.173333333
1: no_redirect,23.790341000,0.176666667
1: no_redirect,23.806334000,0.180000000
1: no_redirect,23.853408000,0.183333333
1: no_redirect,23.868618000,0.186666667
1: no_redirect,23.880233000,0.190000000
1: no_redirect,23.894979000,0.193333333
1: no_redirect,23.902965000,0.196666667
1: no_redirect,23.903710000,0.200000000
1: no_redirect,23.981212000,0.203333333
1: no_redirect,24.039388000,0.206666667
1: no_redirect,24.129376000,0.210000000
1: no_redirect,24.129684000,0.213333333
1: no_redirect,24.129895000,0.216666667
1: no_redirect,24.151107000,0.220000000
1: no_redirect,24.204011000,0.223333333
1: no_redirect,24.302687000,0.226666667
1: no_redirect,24.352290000,0.230000000
1: no_redirect,24.378794000,0.233333333
1: no_redirect,24.434311000,0.236666667
1: no_redirect,24.498048000,0.240000000
1: no_redirect,24.628685000,0.243333333
1: no_redirect,24.628955000,0.246666667
1: no_redirect,24.842929000,0.250000000
1: no_redirect,24.868465000,0.253333333
1: no_redirect,24.877587000,0.256666667
1: no_redirect,24.951961000,0.260000000
1: no_redirect,25.005480000,0.263333333
1: no_redirect,25.078017000,0.266666667
1: no_redirect,25.116697000,0.270000000
1: no_redirect,25.129545000,0.273333333
1: no_redirect,25.187451000,0.276666667
1: no_redirect,25.254710000,0.280000000
1: no_redirect,25.314270000,0.283333333
1: no_redirect,25.432276000,0.286666667
1: no_redirect,25.564808000,0.290000000
1: no_redirect,25.592267000,0.293333333
1: no_redirect,25.615836000,0.296666667
1: no_redirect,25.639633000,0.300000000
1: no_redirect,25.835023000,0.303333333
1: no_redirect,25.836793000,0.306666667
1: no_redirect,25.908428000,0.310000000
1: no_redirect,26.078863000,0.313333333
1: no_redirect,26.123487000,0.316666667
1: no_redirect,26.178789000,0.320000000
1: no_redirect,26.223071000,0.323333333
