arm,tpot_ms,cdf
1: no_redirect,0.000000000,0.001666667
1: no_redirect,0.000000000,0.003333333
1: no_redirect,0.000000000,0.005000000
1: no_redirect,0.000000000,0.006666667
1: no_redirect,0.000000000,0.008333333
1: no_redirect,0.000000000,0.010000000
1: no_redirect,17.105894000,0.011666667
1: no_redirect,17.146716000,0.013333333
1: no_redirect,17.154210000,0.015000000
1: no_redirect,17.944434000,0.016666667
1: no_redirect,18.039037000,0.018333333
1: no_redirect,18.039383000,0.020000000
1: no_redirect,18.113759000,0.021666667
1: no_redirect,18.190333000,0.023333333
1: no_redirect,18.252222000,0.025000000
1: no_redirect,18.255447000,0.026666667
1: no_redirect,18.375106000,0.028333333
1: no_redirect,18.435055000,0.030000000
1: no_redirect,18.452942000,0.031666667
1: no_redirect,18.468503000,0.033333333
1: no_redirect,18.691247000,0.035000000
1: no_redirect,18.709135000,0.036666667
1: no_redirect,18.893226000,0.038333333
1: no_redirect,18.918866000,0.040000000
1: no_redirect,18.989005000,0.041666667
1: no_redirect,19.010407000,0.043333333
1: no_redirect,19.010407000,0.045000000
1: no_redirect,19.062401000,0.046666667
1: no_redirect,19.154046000,0.048333333
1: no_redirect,19.174354000,0.050000000
1: no_redirect,19.201801000,0.051666667
1: no_redirect,19.209884000,0.053333333
1: no_redirect,19.231477000,0.055000000
1: no_redirect,19.394306000,0.056666667
1: no_redirect,19.400100000,0.058333333
1: no_redirect,19.532846000,0.060000000
1: no_redirect,19.564100000,0.061666667
1: no_redirect,19.583075000,0.063333333
1: no_redirect,19.583555000,0.065000000
1: no_redirect,19.589521000,0.066666667
1: no_redirect,19.671379000,0.068333333
1: no_redirect,19.671843000,0.070000000
1: no_redirect,19.683000000,0.071666667
1: no_redirect,19.683329000,0.073333333
1: no_redirect,19.685536000,0.075000000
1: no_redirect,19.688505000,0.076666667
1: no_redirect,19.715359000,0.078333333
1: no_redirect,19.726671000,0.080000000
1: no_redirect,19.786009000,0.081666667
1: no_redirect,19.814566000,0.083333333
1: no_redirect,19.815181000,0.085000000
1: no_redirect,19.848520000,0.086666667
1: no_redirect,19.862742000,0.088333333
1: no_redirect,19.865160000,0.090000000
1: no_redirect,19.882502000,0.091666667
1: no_redirect,19.892745000,0.093333333
1: no_redirect,20.098079000,0.095000000
1: no_redirect,20.109752000,0.096666667
1: no_redirect,20.116540000,0.098333333
1: no_redirect,20.117193000,0.100000000
1: no_redirect,20.145836000,0.101666667
1: no_redirect,20.182718000,0.103333333
1: no_redirect,20.199065000,0.105000000
1: no_redirect,20.254224000,0.106666667
1: no_redirect,20.269815000,0.108333333
1: no_redirect,20.270432000,0.110000000
1: no_redirect,20.276258000,0.111666667
1: no_redirect,20.299735000,0.113333333
1: no_redirect,20.314628000,0.115000000
1: no_redirect,20.319104000,0.116666667
1: no_redirect,20.329022000,0.118333333
1: no_redirect,20.341105000,0.120000000
1: no_redirect,20.360503000,0.121666667
1: no_redirect,20.386809000,0.123333333
1: no_redirect,20.406014000,0.125000000
1: no_redirect,20.444652000,0.126666667
1: no_redirect,20.457962000,0.128333333
1: no_redirect,20.520533000,0.130000000
1: no_redirect,20.533627000,0.131666667
1: no_redirect,20.542936000,0.133333333
1: no_redirect,20.553358000,0.135000000
1: no_redirect,20.560069000,0.136666667
1: no_redirect,20.562980000,0.138333333
1: no_redirect,20.629042000,0.140000000
1: no_redirect,20.637462000,0.141666667
1: no_redirect,20.661004000,0.143333333
1: no_redirect,20.680330000,0.145000000
1: no_redirect,20.702611000,0.146666667
1: no_redirect,20.708311000,0.148333333
1: no_redirect,20.708311000,0.150000000
1: no_redirect,20.710887000,0.151666667
1: no_redirect,20.735100000,0.153333333
1: no_redirect,20.735100000,0.155000000
1: no_redirect,20.750467000,0.156666667
1: no_redirect,20.758081000,0.158333333
1: no_redirect,20.794549000,0.160000000
1: no_redirect,20.888781000,0.161666667
1: no_redirect,20.902968000,0.163333333
