arm,ttft_ms,cdf
1: no_redirect,173.383862000,0.003333333
1: no_redirect,183.379009000,0.006666667
1: no_redirect,184.291064000,0.010000000
1: no_redirect,184.694905000,0.013333333
1: no_redirect,188.377635000,0.016666667
1: no_redirect,188.600932000,0.020000000
1: no_redirect,189.563131000,0.023333333
1: no_redirect,193.096714000,0.026666667
1: no_redirect,195.695378000,0.030000000
1: no_redirect,196.294189000,0.033333333
1: no_redirect,206.167737000,0.036666667
1: no_redirect,209.715438000,0.040000000
1: no_redirect,213.754140000,0.043333333
1: no_redirect,217.863654000,0.046666667
1: no_redirect,220.103868000,0.050000000
1: no_redirect,223.226678000,0.053333333
1: no_redirect,224.842511000,0.056666667
1: no_redirect,231.123314000,0.060000000
1: no_redirect,236.437795000,0.063333333
1: no_redirect,297.472541000,0.066666667
1: no_redirect,320.109260000,0.070000000
1: no_redirect,332.551466000,0.073333333
1: no_redirect,337.047589000,0.076666667
1: no_redirect,339.557377000,0.080000000
1: no_redirect,350.429185000,0.083333333
1: no_redirect,358.472131000,0.086666667
1: no_redirect,360.368190000,0.090000000
1: no_redirect,366.848225000,0.093333333
1: no_redirect,378.658923000,0.096666667
1: no_redirect,391.022172000,0.100000000
1: no_redirect,394.922503000,0.103333333
1: no_redirect,397.493908000,0.106666667
1: no_redirect,419.322078000,0.110000000
1: no_redirect,443.481249000,0.113333333
1: no_redirect,457.658025000,0.116666667
1: no_redirect,469.152835000,0.120000000
1: no_redirect,503.761708000,0.123333333
1: no_redirect,510.279979000,0.126666667
1: no_redirect,512.493484000,0.130000000
1: no_redirect,513.193651000,0.133333333
1: no_redirect,517.347311000,0.136666667
1: no_redirect,525.097568000,0.140000000
1: no_redirect,527.786783000,0.143333333
1: no_redirect,533.585801000,0.146666667
1: no_redirect,537.848481000,0.150000000
1: no_redirect,542.030237000,0.153333333
1: no_redirect,543.402295000,0.156666667
1: no_redirect,547.890441000,0.160000000
1: no_redirect,553.358108000,0.163333333
1: no_redirect,556.535945000,0.166666667
1: no_redirect,565.466969000,0.170000000
1: no_redirect,586.513667000,0.173333333
1: no_redirect,589.464169000,0.176666667
1: no_redirect,607.639102000,0.180000000
1: no_redirect,619.181271000,0.183333333
1: no_redirect,619.884401000,0.186666667
1: no_redirect,643.726357000,0.190000000
1: no_redirect,645.027059000,0.193333333
1: no_redirect,652.842882000,0.196666667
1: no_redirect,656.851821000,0.200000000
1: no_redirect,661.343153000,0.203333333
1: no_redirect,668.467390000,0.206666667
1: no_redirect,672.366412000,0.210000000
1: no_redirect,686.212270000,0.213333333
1: no_redirect,690.606598000,0.216666667
1: no_redirect,692.844788000,0.220000000
1: no_redirect,699.434158000,0.223333333
1: no_redirect,699.782312000,0.226666667
1: no_redirect,702.129884000,0.230000000
1: no_redirect,707.108415000,0.233333333
1: no_redirect,712.347580000,0.236666667
1: no_redirect,715.873387000,0.240000000
1: no_redirect,742.035975000,0.243333333
1: no_redirect,751.714829000,0.246666667
1: no_redirect,758.686087000,0.250000000
1: no_redirect,765.139995000,0.253333333
1: no_redirect,789.934411000,0.256666667
1: no_redirect,797.922032000,0.260000000
1: no_redirect,805.533368000,0.263333333
1: no_redirect,807.235673000,0.266666667
1: no_redirect,824.845284000,0.270000000
1: no_redirect,837.199097000,0.273333333
1: no_redirect,848.077317000,0.276666667
1: no_redirect,856.882997000,0.280000000
1: no_redirect,868.357794000,0.283333333
1: no_redirect,869.564028000,0.286666667
1: no_redirect,896.395702000,0.290000000
1: no_redirect,901.018798000,0.293333333
1: no_redirect,903.604230000,0.296666667
1: no_redirect,904.134447000,0.300000000
1: no_redirect,917.969507000,0.303333333
1: no_redirect,931.693126000,0.306666667
1: no_redirect,937.715657000,0.310000000
1: no_redirect,950.861609000,0.313333333
1: no_redirect,965.838457000,0.316666667
1: no_redirect,972.467753000,0.320000000
1: no_redirect,975.556602000,0.323333333
1: no_redirect,976.597618000,0.326666667
1: no_redirect,979.285268000,0.330000000
1: no_redirect,983.211691000,0.333333333
1: no_redirect,993.017252000,0.336666667
1: no_redirect,998.279308000,0.340000000
1: no_redirect,1016.479192000,0.343333333
1: no_redirect,1017.841869000,0.346666667
1: no_redirect,1032.647975000,0.350000000
1: no_redirect,1041.943297000,0.353333333
1: no_redirect,1049.677059000,0.356666667
1: no_redirect,1049.944131000,0.360000000
1: no_redirect,1056.293824000,0.363333333
1: no_redirect,1057.156124000,0.366666667
1: no_redirect,1069.018990000,0.370000000
1: no_redirect,1070.041632000,0.373333333
1: no_redirect,1079.455768000,0.376666667
1: no_redirect,1080.787969000,0.380000000
1: no_redirect,1084.187119000,0.383333333
1: no_redirect,1090.840948000,0.386666667
1: no_redirect,1096.894388000,0.390000000
1: no_redirect,1098.705466000,0.393333333
1: no_redirect,1103.699847000,0.396666667
1: no_redirect,1104.310721000,0.400000000
1: no_redirect,1116.867296000,0.403333333
1: no_redirect,1124.353056000,0.406666667
1: no_redirect,1130.734176000,0.410000000
1: no_redirect,1135.271882000,0.413333333
1: no_redirect,1137.474920000,0.416666667
1: no_redirect,1140.081152000,0.420000000
1: no_redirect,1140.813217000,0.423333333
1: no_redirect,1141.590433000,0.426666667
1: no_redirect,1142.105389000,0.430000000
1: no_redirect,1153.584881000,0.433333333
1: no_redirect,1155.153856000,0.436666667
1: no_redirect,1160.550770000,0.440000000
1: no_redirect,1169.988504000,0.443333333
1: no_redirect,1171.187407000,0.446666667
1: no_redirect,1175.375674000,0.450000000
1: no_redirect,1179.090463000,0.453333333
1: no_redirect,1183.940858000,0.456666667
1: no_redirect,1194.118353000,0.460000000
1: no_redirect,1200.343897000,0.463333333
1: no_redirect,1202.329303000,0.466666667
1: no_redirect,1222.494096000,0.470000000
1: no_redirect,1229.705625000,0.473333333
1: no_redirect,1231.628227000,0.476666667
1: no_redirect,1231.890741000,0.480000000
1: no_redirect,1241.233452000,0.483333333
1: no_redirect,1243.391635000,0.486666667
1: no_redirect,1249.217278000,0.490000000
1: no_redirect,1259.592509000,0.493333333
1: no_redirect,1263.419791000,0.496666667
1: no_redirect,1278.645894000,0.500000000
1: no_redirect,1287.626237000,0.503333333
1: no_redirect,1290.349489000,0.506666667
1: no_redirect,1303.102910000,0.510000000
1: no_redirect,1307.564517000,0.513333333
1: no_redirect,1314.232196000,0.516666667
