user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
0,2750.2931836911926,2232.1073814882275,1.0,0.002857142857142857,0,1090.1252317193375,1,2252.844440745146
1,265.35969683863624,1988.376506866485,1.0,0.002857142857142857,0,1406.8600845267997,3,3023.2915560858514
2,927.458433801479,967.1637683346402,1.0,0.002857142857142857,0,1363.7964153724388,3,4138.109135566914
3,2278.9827565154687,2893.8796360210717,1.0,0.002857142857142857,0,992.1263909259617,4,2355.2913670080447
4,797.919769236275,2327.908863610302,1.0,0.002857142857142857,0,894.8746325630391,3,2788.681946603172
5,1010.0142940972911,2779.736031100921,1.0,0.002857142857142857,0,935.6269228678009,3,2439.200886739823
6,1634.024937619284,3794.554417576478,1.0,0.002857142857142857,0,1681.6222558614293,3,2030.5507994005195
7,2290.480719641044,321.0024390403776,1.0,0.002857142857142857,0,1897.7068509345663,1,3248.637016643828
8,3154.530480590819,2677.4087597570274,1.0,0.002857142857142857,0,1591.2303326058532,1,1929.775629858938
9,2648.8016649805245,2466.2750769398344,1.0,0.002857142857142857,0,1043.655072883727,1,2377.5535791224315
10,909.094121737939,471.1637542473457,1.0,0.002857142857142857,0,1808.4138409658387,1,4408.169105095407
11,3075.141254026614,579.2516649418756,1.0,0.002857142857142857,0,2082.533924866833,1,2461.3469921804326
12,2011.510633896959,3117.1629130089495,1.0,0.002857142857142857,0,1061.4896497715845,4,2300.4977425938037
13,1210.0419586826572,2246.9733703155734,1.0,0.002857142857142857,0,475.80314792397246,3,3007.2175121736964
14,2301.14732596577,2202.1738445155947,1.0,0.002857142857142857,0,640.681599556092,1,2700.3172747130725
15,2142.368073704386,1323.11848725025,1.0,0.002857142857142857,0,922.278558084101,1,2964.8552162562955
16,1547.9682527406412,2967.078254945642,1.0,0.002857142857142857,0,862.0404800251389,3,2555.186203196896
17,801.1146524058688,1858.249609807232,1.0,0.002857142857142857,0,902.3333948294251,3,3242.2800928630127
18,2352.038950009312,1198.866139471242,1.0,0.002857142857142857,0,1142.7295067024045,1,2801.3913932002683
19,732.60721099633,2131.543122670404,1.0,0.002857142857142857,0,934.2389225234946,3,2960.5334287427454
20,1342.911143933677,1154.2867041910222,1.0,0.002857142857142857,0,1012.139584800665,1,3780.7284464700333
21,1480.9378556748266,1274.4551928213875,1.0,0.002857142857142857,0,859.1102176164313,1,3617.6474989395633
22,2495.2973922292445,1027.9362167178563,1.0,0.002857142857142857,0,1365.4787308785242,1,2729.7324028060434
23,236.6443470145152,1931.2978832770866,1.0,0.002857142857142857,0,1441.5515935714404,3,3077.813059325341
24,4.059396972875273,2869.137168689272,1.0,0.002857142857142857,0,1826.3709823603808,3,2130.8666979812124
25,1991.2993272657664,244.2538772682634,1.0,0.002857142857142857,0,1896.978892001966,1,3541.951793419336
26,774.8335386473582,2857.281508631525,1.0,0.002857142857142857,0,1161.4436261346284,3,2278.510378704732
27,2717.151070821846,3197.095684187623,1.0,0.002857142857142857,0,1509.3841187302003,4,1905.2937153679497
28,2205.386943238189,2194.2163462143617,1.0,0.002857142857142857,0,544.7704914875198,1,2795.7857300187707
29,2116.6028421148153,3268.4580488130855,1.0,0.002857142857142857,0,1239.7379596024325,4,2116.286796686001
30,2522.715317823806,819.0623276164255,1.0,0.002857142857142857,0,1551.6887140867645,1,2794.9702215802004
31,203.80017320332345,1523.8234578479037,1.0,0.002857142857142857,0,1577.149904949897,3,3482.1455832297147
32,1080.9874965760657,256.7842549746602,1.0,0.002857142857142857,0,1946.659145883764,1,4336.487098045506
33,930.5335055467168,2215.9640047253015,1.0,0.002857142857142857,0,743.2650226209495,3,2935.4299562296223
34,2514.0367620094153,1206.5588475230581,1.0,0.002857142857142857,0,1241.0167388744412,1,2646.148191851562
35,5341.350892676633,2743.113267832673,1.0,0.002857142857142857,1,716.4142850498749,5,2617.250562358079
36,5628.395970845642,3038.355118422277,1.0,0.002857142857142857,1,1118.348258154574,5,2219.472318232721
37,6604.281371920366,1570.5709338087715,1.0,0.002857142857142857,1,1693.5814724469983,2,1812.2138439185057
38,5938.111951195632,2912.592890310276,1.0,0.002857142857142857,1,1232.4790821561405,5,2210.8959497727483
39,4937.952193450843,804.4185189930098,1.0,0.002857142857142857,1,1310.300407658698,0,3523.3995011783304
40,4917.258021910134,912.4240629382718,1.0,0.002857142857142857,1,1203.6721997319398,0,3465.302659392404
41,4548.259086017294,3145.171571701679,1.0,0.002857142857142857,1,1126.4697276684083,4,2217.3032929459428
42,6088.716670819649,2392.9746232765037,1.0,0.002857142857142857,1,1124.077583460345,2,2261.9789763701397
43,5522.51409053733,932.0920128152254,1.0,0.002857142857142857,1,1291.5698986835619,2,3048.907143579209
44,4614.478941787834,1174.6614908955755,1.0,0.002857142857142857,1,1014.6787661973991,0,3093.6292208979744
45,4896.40346655701,1485.954183827891,1.0,0.002857142857142857,1,635.7916546619689,0,3290.090641578824
46,5385.805777038737,3451.239416930075,1.0,0.002857142857142857,1,1392.5029455599654,5,2009.7922320869184
47,4553.446168665011,3217.7735022903744,1.0,0.002857142857142857,1,1191.3793268475652,4,2159.8628274703215
48,5717.976419849011,2335.624460578931,1.0,0.002857142857142857,1,751.6255616508098,2,2624.7934941261133
49,6547.813264277338,1543.6121877154885,1.0,0.002857142857142857,1,1649.3065206269355,2,1874.1843091235148
50,3800.0939752265504,3166.6115393339965,1.0,0.002857142857142857,1,1596.6675006274124,4,1891.8718391312077
51,4832.080610592161,2372.0570192757464,1.0,0.002857142857142857,1,308.5101492342459,4,3025.2815918842307
52,6463.406088905228,3089.3288395263608,1.0,0.002857142857142857,1,1759.0591900714148,5,1921.4523885448634
53,3387.1525380188627,1151.697074497594,1.0,0.002857142857142857,1,1877.727094403332,0,1970.9522043848349
54,4148.845274368069,990.216347105285,1.0,0.002857142857142857,1,1409.1368657562361,0,2724.410271088513
55,5971.459595195451,213.5745473637063,1.0,0.002857142857142857,1,2133.6580726761986,2,3031.0409113573573
56,6610.576425973168,257.8014978619836,1.0,0.002857142857142857,1,2456.957846014194,2,2531.9114610394404
57,6054.267915353129,991.7846167904198,1.0,0.002857142857142857,1,1539.2086278833924,2,2540.0433112181563
58,4515.549159652815,2284.935743645844,1.0,0.002857142857142857,1,513.9736906270662,0,2854.0507874829077
59,4159.896502614953,950.8583927563086,1.0,0.002857142857142857,1,1434.1986648044772,0,2750.8808183049227
