regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,4,0.25,4.0,128,1024,1024,4096,1792,193.697,318.593,163.041,-0.2455
mixed,16,4,0.25,4.0,128,1024,2048,8192,3584,291.36,530.787,266.368,-0.1044
mixed,16,4,0.25,4.0,128,1024,4096,16384,7168,474.402,945.665,500.93,0.0563
mixed,16,4,0.25,4.0,128,2048,128,512,224,110.655,120.16,110.625,-0.0032
mixed,16,4,0.25,4.0,128,2048,256,1024,448,109.216,158.595,122.85,0.2761
mixed,16,4,0.25,4.0,128,2048,512,2048,896,150.4,238.177,140.928,-0.1079
mixed,16,4,0.25,4.0,128,2048,1024,4096,1792,215.68,350.176,193.633,-0.1639
mixed,16,4,0.25,4.0,128,2048,2048,8192,3584,324.033,555.426,263.873,-0.26
mixed,16,4,0.25,4.0,128,2048,4096,16384,7168,501.218,972.708,456.451,-0.0949
mixed,16,4,0.25,4.0,128,4096,128,512,224,129.248,152.417,134.688,0.2348
mixed,16,4,0.25,4.0,128,4096,256,1024,448,148.929,160.096,142.72,-0.556
mixed,16,4,0.25,4.0,128,4096,512,2048,896,149.761,238.914,155.873,0.0686
mixed,16,4,0.25,4.0,128,4096,1024,4096,1792,222.496,407.426,203.905,-0.1005
mixed,16,4,0.25,4.0,128,4096,2048,8192,3584,365.216,613.57,324.45,-0.1641
mixed,16,4,0.25,4.0,128,4096,4096,16384,7168,562.721,1033.603,453.633,-0.2317
mixed,16,4,0.25,4.0,128,8192,128,512,224,166.688,185.057,165.41,-0.0696
mixed,16,4,0.25,4.0,128,8192,256,1024,448,167.616,217.312,173.792,0.1243
mixed,16,4,0.25,4.0,128,8192,512,2048,896,212.641,240.417,202.817,-0.3537
mixed,16,4,0.25,4.0,128,8192,1024,4096,1792,220.992,399.683,221.569,0.0032
mixed,16,4,0.25,4.0,128,8192,2048,8192,3584,362.848,727.971,327.809,-0.096
mixed,16,4,0.25,4.0,128,8192,4096,16384,7168,648.546,1147.907,573.507,-0.1503
mixed,16,4,0.25,4.0,256,0,128,512,224,75.617,103.874,91.296,0.5549
mixed,16,4,0.25,4.0,256,0,256,1024,448,85.601,133.824,102.208,0.3444
mixed,16,4,0.25,4.0,256,0,512,2048,896,126.048,191.328,144.736,0.2863
mixed,16,4,0.25,4.0,256,0,1024,4096,1792,177.376,294.722,195.009,0.1503
mixed,16,4,0.25,4.0,256,0,2048,8192,3584,270.337,507.106,288.385,0.0762
mixed,16,4,0.25,4.0,256,0,4096,16384,7168,451.204,930.02,477.602,0.0551
mixed,16,4,0.25,4.0,256,512,128,512,224,88.672,116.001,100.352,0.4274
mixed,16,4,0.25,4.0,256,512,256,1024,448,106.88,144.897,107.456,0.0152
mixed,16,4,0.25,4.0,256,512,512,2048,896,138.08,201.057,137.184,-0.0142
mixed,16,4,0.25,4.0,256,512,1024,4096,1792,187.136,308.8,212.0,0.2044
mixed,16,4,0.25,4.0,256,512,2048,8192,3584,280.96,520.672,308.226,0.1137
mixed,16,4,0.25,4.0,256,512,4096,16384,7168,464.738,943.971,490.913,0.0546
mixed,16,4,0.25,4.0,256,1024,128,512,224,119.328,115.616,125.889,
mixed,16,4,0.25,4.0,256,1024,256,1024,448,107.968,158.464,122.016,0.2782
mixed,16,4,0.25,4.0,256,1024,512,2048,896,148.257,209.824,140.161,-0.1315
mixed,16,4,0.25,4.0,256,1024,1024,4096,1792,196.608,323.299,203.81,0.0568
mixed,16,4,0.25,4.0,256,1024,2048,8192,3584,295.777,528.964,332.0,0.1553
mixed,16,4,0.25,4.0,256,1024,4096,16384,7168,478.723,951.747,516.482,0.0798
mixed,16,4,0.25,4.0,256,2048,128,512,224,137.217,158.368,145.601,0.3964
mixed,16,4,0.25,4.0,256,2048,256,1024,448,152.896,159.232,167.328,2.2778
mixed,16,4,0.25,4.0,256,2048,512,2048,896,148.8,236.864,154.592,0.0658
mixed,16,4,0.25,4.0,256,2048,1024,4096,1792,217.921,348.257,201.888,-0.123
mixed,16,4,0.25,4.0,256,2048,2048,8192,3584,319.97,554.627,345.762,0.1099
mixed,16,4,0.25,4.0,256,2048,4096,16384,7168,499.041,973.122,544.962,0.0969
mixed,16,4,0.25,4.0,256,4096,128,512,224,176.8,195.552,184.0,0.384
mixed,16,4,0.25,4.0,256,4096,256,1024,448,189.953,230.464,205.409,0.3815
mixed,16,4,0.25,4.0,256,4096,512,2048,896,225.088,236.32,253.57,2.5358
mixed,16,4,0.25,4.0,256,4096,1024,4096,1792,220.45,400.257,218.592,-0.0103
mixed,16,4,0.25,4.0,256,4096,2048,8192,3584,360.675,600.483,325.154,-0.1481
mixed,16,4,0.25,4.0,256,4096,4096,16384,7168,548.387,1020.995,597.986,0.1049
mixed,16,4,0.25,4.0,256,8192,128,512,224,255.104,269.088,259.649,0.325
mixed,16,4,0.25,4.0,256,8192,256,1024,448,263.809,301.472,281.408,0.4673
mixed,16,4,0.25,4.0,256,8192,512,2048,896,296.002,360.001,327.81,0.497
mixed,16,4,0.25,4.0,256,8192,1024,4096,1792,344.961,398.242,419.456,1.3982
mixed,16,4,0.25,4.0,256,8192,2048,8192,3584,381.409,710.85,383.874,0.0075
mixed,16,4,0.25,4.0,256,8192,4096,16384,7168,631.043,1122.243,563.651,-0.1372
mixed,16,4,0.25,4.0,512,0,128,512,224,87.553,100.864,86.528,-0.077
mixed,16,4,0.25,4.0,512,0,256,1024,448,97.088,135.776,105.408,0.2151
mixed,16,4,0.25,4.0,512,0,512,2048,896,127.777,191.682,148.672,0.327
mixed,16,4,0.25,4.0,512,0,1024,4096,1792,178.979,299.809,237.25,0.4823
mixed,16,4,0.25,4.0,512,0,2048,8192,3584,271.425,510.339,407.01,0.5675
mixed,16,4,0.25,4.0,512,0,4096,16384,7168,458.177,937.059,733.217,0.5743
mixed,16,4,0.25,4.0,512,512,128,512,224,105.121,119.873,104.672,-0.0304
mixed,16,4,0.25,4.0,512,512,256,1024,448,115.521,152.929,122.24,0.1796
mixed,16,4,0.25,4.0,512,512,512,2048,896,145.601,209.216,167.905,0.3506
mixed,16,4,0.25,4.0,512,512,1024,4096,1792,194.592,314.69,256.705,0.5172
mixed,16,4,0.25,4.0,512,512,2048,8192,3584,289.44,528.355,422.179,0.5556
mixed,16,4,0.25,4.0,512,512,4096,16384,7168,472.1,951.908,749.601,0.5784
mixed,16,4,0.25,4.0,512,1024,128,512,224,123.584,138.401,123.394,-0.0128
mixed,16,4,0.25,4.0,512,1024,256,1024,448,133.441,171.618,141.536,0.212
mixed,16,4,0.25,4.0,512,1024,512,2048,896,165.408,225.41,185.506,0.335
mixed,16,4,0.25,4.0,512,1024,1024,4096,1792,214.689,334.016,277.953,0.5302
mixed,16,4,0.25,4.0,512,1024,2048,8192,3584,309.954,545.826,445.058,0.5728
mixed,16,4,0.25,4.0,512,1024,4096,16384,7168,492.353,967.235,764.258,0.5726
mixed,16,4,0.25,4.0,512,2048,128,512,224,158.624,173.248,157.76,-0.0591
mixed,16,4,0.25,4.0,512,2048,256,1024,448,167.84,205.089,177.185,0.2509
mixed,16,4,0.25,4.0,512,2048,512,2048,896,200.192,262.944,223.297,0.3682
mixed,16,4,0.25,4.0,512,2048,1024,4096,1792,248.033,364.737,315.105,0.5747
mixed,16,4,0.25,4.0,512,2048,2048,8192,3584,338.627,576.736,480.961,0.5978
mixed,16,4,0.25,4.0,512,2048,4096,16384,7168,524.0,1005.283,798.147,0.5696
mixed,16,4,0.25,4.0,512,4096,128,512,224,228.834,243.041,229.729,0.063
mixed,16,4,0.25,4.0,512,4096,256,1024,448,240.61,277.409,248.96,0.2269
mixed,16,4,0.25,4.0,512,4096,512,2048,896,267.744,331.743,296.001,0.4415
mixed,16,4,0.25,4.0,512,4096,1024,4096,1792,315.522,434.977,390.433,0.6271
mixed,16,4,0.25,4.0,512,4096,2048,8192,3584,407.233,643.522,547.681,0.5944
mixed,16,4,0.25,4.0,512,4096,4096,16384,7168,588.961,1060.772,868.097,0.5916
mixed,16,4,0.25,4.0,512,8192,128,512,224,375.393,390.401,374.466,-0.0618
mixed,16,4,0.25,4.0,512,8192,256,1024,448,386.816,417.378,402.049,0.4984
mixed,16,4,0.25,4.0,512,8192,512,2048,896,411.298,472.641,444.002,0.5331
mixed,16,4,0.25,4.0,512,8192,1024,4096,1792,457.696,577.345,527.746,0.5855
mixed,16,4,0.25,4.0,512,8192,2048,8192,3584,552.226,790.883,694.595,0.5965
mixed,16,4,0.25,4.0,512,8192,4096,16384,7168,734.498,1209.86,1018.662,0.5978
mixed,16,4,0.25,4.0,1024,0,128,512,224,138.944,154.944,142.624,0.23
mixed,16,4,0.25,4.0,1024,0,256,1024,448,147.905,190.016,160.321,0.2948
mixed,16,4,0.25,4.0,1024,0,512,2048,896,183.232,252.736,208.353,0.3614
mixed,16,4,0.25,4.0,1024,0,1024,4096,1792,236.288,357.985,300.128,0.5246
mixed,16,4,0.25,4.0,1024,0,2048,8192,3584,333.057,570.116,472.513,0.5883
mixed,16,4,0.25,4.0,1024,0,4096,16384,7168,517.698,992.802,795.299,0.5843
mixed,16,4,0.25,4.0,1024,512,128,512,224,173.44,191.2,177.505,0.2289
mixed,16,4,0.25,4.0,1024,512,256,1024,448,183.936,227.52,197.249,0.3055
mixed,16,4,0.25,4.0,1024,512,512,2048,896,219.17,287.169,247.648,0.4188
mixed,16,4,0.25,4.0,1024,512,1024,4096,1792,273.025,393.473,341.379,0.5675
mixed,16,4,0.25,4.0,1024,512,2048,8192,3584,365.473,603.936,507.747,0.5966
mixed,16,4,0.25,4.0,1024,512,4096,16384,7168,555.425,1033.475,827.715,0.5696
mixed,16,4,0.25,4.0,1024,1024,128,512,224,208.96,226.11,211.937,0.1736
mixed,16,4,0.25,4.0,1024,1024,256,1024,448,220.641,262.594,232.931,0.2929
mixed,16,4,0.25,4.0,1024,1024,512,2048,896,253.665,319.713,285.377,0.4801
mixed,16,4,0.25,4.0,1024,1024,1024,4096,1792,306.784,424.866,378.145,0.6043
mixed,16,4,0.25,4.0,1024,1024,2048,8192,3584,397.377,639.746,543.779,0.604
mixed,16,4,0.25,4.0,1024,1024,4096,16384,7168,586.34,1065.475,865.123,0.5818
mixed,16,4,0.25,4.0,1024,2048,128,512,224,281.634,298.209,286.944,0.3204
mixed,16,4,0.25,4.0,1024,2048,256,1024,448,291.713,332.384,306.976,0.3753
mixed,16,4,0.25,4.0,1024,2048,512,2048,896,324.897,387.553,357.665,0.523
mixed,16,4,0.25,4.0,1024,2048,1024,4096,1792,376.739,492.896,447.328,0.6077
mixed,16,4,0.25,4.0,1024,2048,2048,8192,3584,468.995,703.619,611.202,0.6061
mixed,16,4,0.25,4.0,1024,2048,4096,16384,7168,651.65,1129.699,931.235,0.5848
mixed,16,4,0.25,4.0,1024,4096,128,512,224,430.978,449.571,433.987,0.1618
mixed,16,4,0.25,4.0,1024,4096,256,1024,448,443.265,478.272,444.321,0.0302
mixed,16,4,0.25,4.0,1024,4096,512,2048,896,467.875,530.882,488.16,0.3219
mixed,16,4,0.25,4.0,1024,4096,1024,4096,1792,519.457,635.265,579.297,0.5167
mixed,16,4,0.25,4.0,1024,4096,2048,8192,3584,611.939,843.619,741.443,0.559
mixed,16,4,0.25,4.0,1024,4096,4096,16384,7168,792.323,1270.979,1067.203,0.5743
mixed,16,4,0.25,4.0,1024,8192,128,512,224,729.186,734.884,735.265,1.0669
mixed,16,4,0.25,4.0,1024,8192,256,1024,448,734.369,757.731,735.522,0.0494
mixed,16,4,0.25,4.0,1024,8192,512,2048,896,751.267,814.753,755.234,0.0625
mixed,16,4,0.25,4.0,1024,8192,1024,4096,1792,802.499,914.084,860.739,0.5219
mixed,16,4,0.25,4.0,1024,8192,2048,8192,3584,893.219,1123.205,1028.004,0.5861
mixed,16,4,0.25,4.0,1024,8192,4096,16384,7168,1073.986,1545.446,1352.615,0.591
mixed,16,4,0.25,4.0,2048,0,128,512,224,292.001,311.296,295.425,0.1775
mixed,16,4,0.25,4.0,2048,0,256,1024,448,302.784,344.8,318.465,0.3732
mixed,16,4,0.25,4.0,2048,0,512,2048,896,335.553,408.257,367.074,0.4336
mixed,16,4,0.25,4.0,2048,0,1024,4096,1792,391.585,511.81,456.609,0.5409
mixed,16,4,0.25,4.0,2048,0,2048,8192,3584,484.803,722.914,624.516,0.5868
mixed,16,4,0.25,4.0,2048,0,4096,16384,7168,668.865,1145.635,946.979,0.5833
mixed,16,4,0.25,4.0,2048,512,128,512,224,363.712,383.33,366.562,0.1453
mixed,16,4,0.25,4.0,2048,512,256,1024,448,379.074,416.322,389.728,0.286
mixed,16,4,0.25,4.0,2048,512,512,2048,896,408.576,480.706,436.769,0.3909
mixed,16,4,0.25,4.0,2048,512,1024,4096,1792,463.617,585.057,525.73,0.5115
mixed,16,4,0.25,4.0,2048,512,2048,8192,3584,560.739,796.517,698.624,0.5848
mixed,16,4,0.25,4.0,2048,512,4096,16384,7168,746.241,1226.596,1024.162,0.5786
mixed,16,4,0.25,4.0,2048,1024,128,512,224,440.961,460.257,442.945,0.1028
mixed,16,4,0.25,4.0,2048,1024,256,1024,448,455.457,490.403,467.488,0.3443
mixed,16,4,0.25,4.0,2048,1024,512,2048,896,483.81,554.883,510.977,0.3822
mixed,16,4,0.25,4.0,2048,1024,1024,4096,1792,538.115,656.706,604.324,0.5583
mixed,16,4,0.25,4.0,2048,1024,2048,8192,3584,631.106,870.018,769.954,0.5812
mixed,16,4,0.25,4.0,2048,1024,4096,16384,7168,817.891,1296.484,1089.188,0.5669
mixed,16,4,0.25,4.0,2048,2048,128,512,224,584.13,600.066,582.817,-0.0824
mixed,16,4,0.25,4.0,2048,2048,256,1024,448,594.849,635.296,608.129,0.3283
mixed,16,4,0.25,4.0,2048,2048,512,2048,896,624.835,689.059,659.297,0.5366
mixed,16,4,0.25,4.0,2048,2048,1024,4096,1792,674.787,792.035,749.761,0.6394
mixed,16,4,0.25,4.0,2048,2048,2048,8192,3584,767.811,1004.325,914.117,0.6186
mixed,16,4,0.25,4.0,2048,2048,4096,16384,7168,953.283,1428.389,1229.891,0.5822
mixed,16,4,0.25,4.0,2048,4096,128,512,224,871.871,889.442,869.989,-0.1071
mixed,16,4,0.25,4.0,2048,4096,256,1024,448,883.683,914.564,882.691,-0.0321
mixed,16,4,0.25,4.0,2048,4096,512,2048,896,907.844,968.867,936.547,0.4704
mixed,16,4,0.25,4.0,2048,4096,1024,4096,1792,957.733,1069.443,1027.396,0.6236
mixed,16,4,0.25,4.0,2048,4096,2048,8192,3584,1042.243,1279.398,1193.317,0.637
mixed,16,4,0.25,4.0,2048,4096,4096,16384,7168,1228.451,1710.341,1514.66,0.5939
mixed,16,4,0.25,4.0,2048,8192,128,512,224,1464.292,1462.084,1464.007,
mixed,16,4,0.25,4.0,2048,8192,256,1024,448,1466.883,1465.798,1458.022,
mixed,16,4,0.25,4.0,2048,8192,512,2048,896,1462.982,1521.316,1465.734,0.0472
mixed,16,4,0.25,4.0,2048,8192,1024,4096,1792,1511.044,1633.83,1523.622,0.1024
mixed,16,4,0.25,4.0,2048,8192,2048,8192,3584,1604.515,1832.583,1723.785,0.523
mixed,16,4,0.25,4.0,2048,8192,4096,16384,7168,1783.074,2260.584,2043.562,0.5455
pure,16,8,0.5,4.0,0,0,128,512,320,53.12,74.113,77.825,1.1768
pure,16,8,0.5,4.0,0,0,256,1024,640,83.104,105.729,93.249,0.4484
pure,16,8,0.5,4.0,0,0,512,2048,1280,119.169,159.456,127.072,0.1962
pure,16,8,0.5,4.0,0,0,1024,4096,2560,185.953,267.33,192.288,0.0778
pure,16,8,0.5,4.0,0,0,2048,8192,5120,318.593,479.904,328.289,0.0601
pure,16,8,0.5,4.0,0,0,4096,16384,10240,584.45,898.53,592.387,0.0253
mixed,16,8,0.5,4.0,16,0,128,512,320,61.824,82.656,74.368,0.6022
mixed,16,8,0.5,4.0,16,0,256,1024,640,90.688,111.168,90.944,0.0125
mixed,16,8,0.5,4.0,16,0,512,2048,1280,125.088,163.584,129.825,0.1231
mixed,16,8,0.5,4.0,16,0,1024,4096,2560,187.648,271.04,194.049,0.0768
mixed,16,8,0.5,4.0,16,0,2048,8192,5120,317.216,477.441,331.457,0.0889
mixed,16,8,0.5,4.0,16,0,4096,16384,10240,587.874,903.425,592.451,0.0145
mixed,16,8,0.5,4.0,16,512,128,512,320,84.64,97.312,73.792,-0.8561
mixed,16,8,0.5,4.0,16,512,256,1024,640,111.328,134.913,97.696,-0.578
mixed,16,8,0.5,4.0,16,512,512,2048,1280,148.192,185.889,136.065,-0.3217
mixed,16,8,0.5,4.0,16,512,1024,4096,2560,211.713,284.258,192.992,-0.2581
mixed,16,8,0.5,4.0,16,512,2048,8192,5120,332.994,481.893,328.481,-0.0303
mixed,16,8,0.5,4.0,16,512,4096,16384,10240,585.791,901.411,597.122,0.0359
mixed,16,8,0.5,4.0,16,1024,128,512,320,87.04,104.064,78.464,-0.5038
mixed,16,8,0.5,4.0,16,1024,256,1024,640,112.097,143.712,101.76,-0.327
mixed,16,8,0.5,4.0,16,1024,512,2048,1280,160.32,202.016,143.68,-0.3991
mixed,16,8,0.5,4.0,16,1024,1024,4096,2560,226.561,300.353,206.592,-0.2706
mixed,16,8,0.5,4.0,16,1024,2048,8192,5120,349.057,496.578,332.257,-0.1139
mixed,16,8,0.5,4.0,16,1024,4096,16384,10240,599.104,907.267,592.643,-0.021
mixed,16,8,0.5,4.0,16,2048,128,512,320,85.6,105.312,81.408,-0.2127
mixed,16,8,0.5,4.0,16,2048,256,1024,640,117.216,149.377,103.969,-0.4119
mixed,16,8,0.5,4.0,16,2048,512,2048,1280,160.322,221.249,145.888,-0.2369
mixed,16,8,0.5,4.0,16,2048,1024,4096,2560,253.536,335.363,223.072,-0.3723
mixed,16,8,0.5,4.0,16,2048,2048,8192,5120,382.082,533.443,348.803,-0.2199
mixed,16,8,0.5,4.0,16,2048,4096,16384,10240,629.568,920.93,594.658,-0.1198
mixed,16,8,0.5,4.0,16,4096,128,512,320,89.536,108.224,91.713,0.1165
mixed,16,8,0.5,4.0,16,4096,256,1024,640,119.168,148.737,102.624,-0.5595
mixed,16,8,0.5,4.0,16,4096,512,2048,1280,168.225,226.176,146.624,-0.3727
mixed,16,8,0.5,4.0,16,4096,1024,4096,2560,253.826,381.632,227.458,-0.2063
mixed,16,8,0.5,4.0,16,4096,2048,8192,5120,442.754,590.081,385.409,-0.3892
mixed,16,8,0.5,4.0,16,4096,4096,16384,10240,690.209,980.451,615.236,-0.2583
mixed,16,8,0.5,4.0,16,8192,128,512,320,97.024,113.856,100.961,0.2339
mixed,16,8,0.5,4.0,16,8192,256,1024,640,121.984,152.48,123.584,0.0525
mixed,16,8,0.5,4.0,16,8192,512,2048,1280,169.826,227.425,151.872,-0.3117
mixed,16,8,0.5,4.0,16,8192,1024,4096,2560,267.361,384.096,235.745,-0.2708
mixed,16,8,0.5,4.0,16,8192,2048,8192,5120,439.265,693.953,392.736,-0.1827
mixed,16,8,0.5,4.0,16,8192,4096,16384,10240,810.467,1108.803,703.042,-0.3601
mixed,16,8,0.5,4.0,32,0,128,512,320,72.288,90.785,81.952,0.5225
mixed,16,8,0.5,4.0,32,0,256,1024,640,97.921,120.928,99.04,0.0486
mixed,16,8,0.5,4.0,32,0,512,2048,1280,137.664,174.849,138.208,0.0146
mixed,16,8,0.5,4.0,32,0,1024,4096,2560,195.777,276.065,211.426,0.1949
mixed,16,8,0.5,4.0,32,0,2048,8192,5120,327.106,482.273,358.945,0.2052
mixed,16,8,0.5,4.0,32,0,4096,16384,10240,589.026,898.371,645.025,0.181
mixed,16,8,0.5,4.0,32,512,128,512,320,96.61,112.352,76.353,-1.2868
mixed,16,8,0.5,4.0,32,512,256,1024,640,122.368,149.824,111.073,-0.4114
mixed,16,8,0.5,4.0,32,512,512,2048,1280,161.761,201.28,149.152,-0.3191
mixed,16,8,0.5,4.0,32,512,1024,4096,2560,222.976,306.753,212.513,-0.1249
mixed,16,8,0.5,4.0,32,512,2048,8192,5120,359.648,503.042,363.427,0.0264
mixed,16,8,0.5,4.0,32,512,4096,16384,10240,608.068,918.147,649.185,0.1326
mixed,16,8,0.5,4.0,32,1024,128,512,320,98.08,117.952,82.848,-0.7665
mixed,16,8,0.5,4.0,32,1024,256,1024,640,126.912,161.568,113.665,-0.3822
mixed,16,8,0.5,4.0,32,1024,512,2048,1280,180.992,221.345,157.28,-0.5876
mixed,16,8,0.5,4.0,32,1024,1024,4096,2560,248.192,324.065,219.584,-0.3771
mixed,16,8,0.5,4.0,32,1024,2048,8192,5120,375.619,527.938,360.353,-0.1002
mixed,16,8,0.5,4.0,32,1024,4096,16384,10240,634.72,937.731,650.209,0.0511
mixed,16,8,0.5,4.0,32,2048,128,512,320,96.576,119.328,90.528,-0.2658
mixed,16,8,0.5,4.0,32,2048,256,1024,640,131.424,165.185,111.936,-0.5772
mixed,16,8,0.5,4.0,32,2048,512,2048,1280,178.079,251.553,160.865,-0.2343
mixed,16,8,0.5,4.0,32,2048,1024,4096,2560,287.329,368.739,247.936,-0.4839
mixed,16,8,0.5,4.0,32,2048,2048,8192,5120,420.865,569.217,376.769,-0.2972
mixed,16,8,0.5,4.0,32,2048,4096,16384,10240,674.531,977.635,648.163,-0.087
mixed,16,8,0.5,4.0,32,4096,128,512,320,99.169,118.656,100.416,0.064
mixed,16,8,0.5,4.0,32,4096,256,1024,640,130.88,165.216,106.081,-0.7222
mixed,16,8,0.5,4.0,32,4096,512,2048,1280,190.144,255.809,161.504,-0.4362
mixed,16,8,0.5,4.0,32,4096,1024,4096,2560,289.569,433.441,253.824,-0.2485
mixed,16,8,0.5,4.0,32,4096,2048,8192,5120,496.642,653.955,433.249,-0.403
mixed,16,8,0.5,4.0,32,4096,4096,16384,10240,751.045,1057.41,665.603,-0.2789
mixed,16,8,0.5,4.0,32,8192,128,512,320,108.0,123.84,109.152,0.0727
mixed,16,8,0.5,4.0,32,8192,256,1024,640,134.816,164.736,133.985,-0.0278
mixed,16,8,0.5,4.0,32,8192,512,2048,1280,186.337,256.769,156.993,-0.4166
mixed,16,8,0.5,4.0,32,8192,1024,4096,2560,305.505,440.161,253.761,-0.3843
mixed,16,8,0.5,4.0,32,8192,2048,8192,5120,494.112,793.986,438.784,-0.1845
mixed,16,8,0.5,4.0,32,8192,4096,16384,10240,909.733,1216.068,793.186,-0.3805
mixed,16,8,0.5,4.0,64,0,128,512,320,70.88,91.68,85.12,0.6846
mixed,16,8,0.5,4.0,64,0,256,1024,640,96.64,124.0,99.68,0.1111
mixed,16,8,0.5,4.0,64,0,512,2048,1280,139.424,172.032,139.201,-0.0068
mixed,16,8,0.5,4.0,64,0,1024,4096,2560,201.12,284.608,209.185,0.0966
mixed,16,8,0.5,4.0,64,0,2048,8192,5120,336.031,492.736,361.6,0.1632
mixed,16,8,0.5,4.0,64,0,4096,16384,10240,592.193,912.772,650.466,0.1818
mixed,16,8,0.5,4.0,64,512,128,512,320,94.305,110.529,79.264,-0.9271
mixed,16,8,0.5,4.0,64,512,256,1024,640,120.193,144.96,112.16,-0.3243
mixed,16,8,0.5,4.0,64,512,512,2048,1280,156.864,199.168,147.873,-0.2125
mixed,16,8,0.5,4.0,64,512,1024,4096,2560,225.92,308.993,212.16,-0.1656
mixed,16,8,0.5,4.0,64,512,2048,8192,5120,358.849,517.314,360.929,0.0131
mixed,16,8,0.5,4.0,64,512,4096,16384,10240,616.642,936.932,645.602,0.0904
mixed,16,8,0.5,4.0,64,1024,128,512,320,94.528,116.097,87.232,-0.3383
mixed,16,8,0.5,4.0,64,1024,256,1024,640,124.064,157.922,111.328,-0.3762
mixed,16,8,0.5,4.0,64,1024,512,2048,1280,173.601,215.265,156.448,-0.4117
mixed,16,8,0.5,4.0,64,1024,1024,4096,2560,242.209,325.536,218.496,-0.2846
mixed,16,8,0.5,4.0,64,1024,2048,8192,5120,376.673,531.424,359.041,-0.1139
mixed,16,8,0.5,4.0,64,1024,4096,16384,10240,636.74,950.631,648.291,0.0368
mixed,16,8,0.5,4.0,64,2048,128,512,320,94.304,116.992,101.121,0.3005
mixed,16,8,0.5,4.0,64,2048,256,1024,640,127.328,160.992,102.721,-0.731
mixed,16,8,0.5,4.0,64,2048,512,2048,1280,173.41,248.8,159.424,-0.1855
mixed,16,8,0.5,4.0,64,2048,1024,4096,2560,279.36,357.92,244.481,-0.444
mixed,16,8,0.5,4.0,64,2048,2048,8192,5120,415.457,567.809,366.176,-0.3235
mixed,16,8,0.5,4.0,64,2048,4096,16384,10240,677.249,991.395,646.08,-0.0992
mixed,16,8,0.5,4.0,64,4096,128,512,320,114.977,116.896,102.656,-6.4205
mixed,16,8,0.5,4.0,64,4096,256,1024,640,126.656,160.833,126.368,-0.0084
mixed,16,8,0.5,4.0,64,4096,512,2048,1280,182.113,247.168,146.688,-0.5445
mixed,16,8,0.5,4.0,64,4096,1024,4096,2560,275.04,428.032,245.056,-0.196
mixed,16,8,0.5,4.0,64,4096,2048,8192,5120,481.345,635.715,424.257,-0.3698
mixed,16,8,0.5,4.0,64,4096,4096,16384,10240,746.338,1056.707,647.205,-0.3194
mixed,16,8,0.5,4.0,64,8192,128,512,320,137.76,154.337,126.016,-0.7085
mixed,16,8,0.5,4.0,64,8192,256,1024,640,164.288,158.849,155.36,
mixed,16,8,0.5,4.0,64,8192,512,2048,1280,181.633,241.952,180.032,-0.0265
mixed,16,8,0.5,4.0,64,8192,1024,4096,2560,290.401,421.473,247.808,-0.325
mixed,16,8,0.5,4.0,64,8192,2048,8192,5120,472.033,771.492,425.955,-0.1539
mixed,16,8,0.5,4.0,64,8192,4096,16384,10240,875.939,1195.14,773.827,-0.3199
mixed,16,8,0.5,4.0,128,0,128,512,320,72.065,91.488,84.608,0.6458
mixed,16,8,0.5,4.0,128,0,256,1024,640,98.273,126.049,101.985,0.1336
mixed,16,8,0.5,4.0,128,0,512,2048,1280,137.057,178.274,141.76,0.1141
mixed,16,8,0.5,4.0,128,0,1024,4096,2560,206.624,287.169,213.248,0.0822
mixed,16,8,0.5,4.0,128,0,2048,8192,5120,337.344,498.339,364.865,0.1709
mixed,16,8,0.5,4.0,128,0,4096,16384,10240,602.433,917.699,653.347,0.1615
mixed,16,8,0.5,4.0,128,512,128,512,320,88.129,110.337,80.705,-0.3343
mixed,16,8,0.5,4.0,128,512,256,1024,640,117.76,139.969,108.288,-0.4265
mixed,16,8,0.5,4.0,128,512,512,2048,1280,151.008,195.68,141.248,-0.2185
mixed,16,8,0.5,4.0,128,512,1024,4096,2560,221.568,301.953,212.865,-0.1083
mixed,16,8,0.5,4.0,128,512,2048,8192,5120,354.497,512.258,358.304,0.0241
mixed,16,8,0.5,4.0,128,512,4096,16384,10240,616.131,934.883,649.67,0.1052
mixed,16,8,0.5,4.0,128,1024,128,512,320,98.272,116.8,103.52,0.2832
mixed,16,8,0.5,4.0,128,1024,256,1024,640,122.144,153.984,96.192,-0.8151
mixed,16,8,0.5,4.0,128,1024,512,2048,1280,168.033,206.305,154.112,-0.3637
mixed,16,8,0.5,4.0,128,1024,1024,4096,2560,237.12,319.616,211.072,-0.3157
mixed,16,8,0.5,4.0,128,1024,2048,8192,5120,370.401,523.522,356.546,-0.0905
mixed,16,8,0.5,4.0,128,1024,4096,16384,10240,630.722,947.491,645.506,0.0467
mixed,16,8,0.5,4.0,128,2048,128,512,320,115.328,119.296,103.808,-2.9032
mixed,16,8,0.5,4.0,128,2048,256,1024,640,128.994,158.497,130.08,0.0368
mixed,16,8,0.5,4.0,128,2048,512,2048,1280,173.218,238.529,141.216,-0.49
mixed,16,8,0.5,4.0,128,2048,1024,4096,2560,264.097,348.033,242.784,-0.2539
