user_id,request_weight
0,0.02127659574468085
1,0.03773584905660377
2,0.02127659574468085
3,0.02127659574468085
4,0.03773584905660377
5,0.03773584905660377
6,0.03773584905660377
7,0.02127659574468085
8,0.03773584905660377
9,0.02127659574468085
10,0.02127659574468085
11,0.03773584905660377
12,0.02127659574468085
13,0.03773584905660377
14,0.02127659574468085
15,0.02127659574468085
16,0.02127659574468085
17,0.03773584905660377
18,0.02127659574468085
19,0.02127659574468085
20,0.02127659574468085
21,0.03773584905660377
22,0.03773584905660377
23,0.03773584905660377
24,0.02127659574468085
25,0.03773584905660377
26,0.03773584905660377
27,0.02127659574468085
28,0.03773584905660377
29,0.03773584905660377
30,0.02127659574468085
31,0.02127659574468085
32,0.02127659574468085
33,0.03773584905660377
34,0.03773584905660377
35,0.03773584905660377
36,0.02127659574468085
37,0.02127659574468085
38,0.02127659574468085
39,0.03773584905660377
40,0.02127659574468085
41,0.02127659574468085
42,0.03773584905660377
43,0.02127659574468085
44,0.03773584905660377
45,0.03773584905660377
46,0.02127659574468085
47,0.03773584905660377
48,0.02127659574468085
49,0.02127659574468085
50,0.03773584905660377
51,0.02127659574468085
52,0.03773584905660377
53,0.03773584905660377
54,0.03773584905660377
55,0.02127659574468085
56,0.02127659574468085
57,0.02127659574468085
58,0.03773584905660377
59,0.02127659574468085
60,0.02127659574468085
61,0.02127659574468085
62,0.03773584905660377
63,0.03773584905660377
64,0.02127659574468085
65,0.03773584905660377
66,0.02127659574468085
67,0.03773584905660377
68,0.03773584905660377
69,0.02127659574468085
70,0.03773584905660377
71,0.03773584905660377
72,0.03773584905660377
73,0.02127659574468085
74,0.03773584905660377
75,0.02127659574468085
76,0.03773584905660377
77,0.03773584905660377
78,0.03773584905660377
79,0.03773584905660377
80,0.03773584905660377
81,0.03773584905660377
82,0.02127659574468085
83,0.03773584905660377
84,0.03773584905660377
85,0.02127659574468085
86,0.03773584905660377
87,0.02127659574468085
88,0.03773584905660377
89,0.03773584905660377
90,0.02127659574468085
91,0.02127659574468085
92,0.03773584905660377
93,0.02127659574468085
94,0.03773584905660377
95,0.03773584905660377
96,0.03773584905660377
97,0.03773584905660377
98,0.02127659574468085
99,0.02127659574468085
