user_id,user_x_m,user_y_m,request_weight,request_probability,assigned_gpu_id,distance_to_gpu_m,second_nearest_gpu_id,second_nearest_distance_m
0,6394.267984578837,250.10755222666936,,,1,4876.896713622452,0,6142.214698390951
1,2750.2931836911926,2232.1073814882275,,,0,2779.186252379324,1,5497.357946186723
2,7364.712141640124,6766.994874229113,,,1,1772.1663833205841,0,5175.6830570054035
3,8921.795677048454,869.3883262941615,,,1,4368.461485034361,0,7635.536164324883
4,4219.218196852704,297.97219438070346,,,0,5006.473478727964,1,5733.462716777658
5,2186.3797480360336,5053.552881033624,,,0,318.15966669102363,1,5313.890109246578
6,265.35969683863624,1988.376506866485,,,0,3750.132444182049,1,7836.446668007156
7,6498.8443777952325,5449.414806032167,,,1,1097.399766608844,0,4024.019138337375
8,2204.406220406967,5892.656838759087,,,0,940.3254300067935,1,5370.302571573393
9,8094.304566778266,64.98759678061018,,,1,4970.668500113714,0,7459.9323727367255
10,8058.192518328079,6981.393949882268,,,1,2058.519096862475,0,5900.798764186785
11,3402.5051651799185,1554.7949981178156,,,0,3561.4537871732177,1,5353.400921505064
12,9572.130722067812,3365.9454511262675,,,1,2638.9126544909,0,7258.454878189319
13,927.458433801479,967.1637683346402,,,0,4328.585802413411,1,7711.165327681683
14,8474.943663474598,6037.26031366891,,,1,1423.5252387161236,0,6064.310409272251
15,8071.282732743802,7297.317866938179,,,1,2367.2839589885725,0,6026.347207879963
16,5362.280914547007,9731.157639793706,,,1,5191.694858221959,0,5529.602575805824
17,3785.343772083535,5520.40631273227,,,0,1386.6979998419004,1,3750.9323670162566
18,8294.04664252995,6185.1975236424605,,,1,1426.6054957700485,0,5914.023137075201
19,8617.069003107772,5773.52145256762,,,1,1358.7415483772154,0,6165.782077430586
20,7045.718362149235,458.24383655662217,,,1,4564.419005159833,0,6425.815471685803
21,2278.9827565154687,2893.8796360210717,,,0,2117.685436858891,1,5629.810302694892
22,797.919769236275,2327.908863610302,,,0,3168.1458541438847,1,7215.11957355984
23,1010.0142940972911,2779.736031100921,,,0,2673.879110091906,1,6859.262828789474
24,6356.844442644002,3648.3217897008426,,,1,1770.265124920964,0,4086.8426736236684
25,3701.8096711688263,2095.070307714877,,,0,3143.7180221569906,1,4781.722105177841
26,2669.7782204911337,9366.54587712494,,,0,4369.845253689191,1,6511.356643302424
27,6480.353852465935,6091.310056669882,,,1,1493.5313541971195,0,4127.2478033950465
28,1711.3864819809698,7291.267979503492,,,0,2423.183904432424,1,6225.588760502148
29,1634.024937619284,3794.554417576478,,,0,1484.2546482493053,1,5988.552620179339
30,9895.233506365952,6399.997598540928,,,1,2774.3714289796344,0,7526.58434414961
31,5569.497437746462,6846.142509898746,,,1,2671.1574850095817,0,3581.906850713365
32,8428.519201898096,7759.999115462449,,,1,2911.999832700369,0,6539.49042698496
33,2290.480719641044,321.0024390403776,,,0,4683.686208992681,1,7002.293146384104
34,3154.530480590819,2677.4087597570274,,,0,2413.056198946854,1,4927.223905341389
35,2109.8284358632645,9429.097143350544,,,0,4446.249583041516,1,6976.449741527865
36,8763.676264726688,3146.778807984779,,,1,2243.0573975197135,0,6532.080000722189
37,6554.3866529488005,3956.3190106066427,,,1,1408.3517350940672,0,4186.564359857672
38,9145.475897405435,4588.518525873988,,,1,1696.145021067225,0,6658.202978773288
39,2648.8016649805245,2466.2750769398344,,,0,2538.0906054034435,1,5473.014459274886
40,5613.681341631508,2627.4160852293526,,,1,3031.0645841910923,0,3914.6092946618055
41,5845.859902235406,8978.22883602477,,,1,4308.420143719929,0,5198.18075456844
42,3994.0050514039726,2193.2075915728333,,,0,3179.643803576898,1,4491.111689057091
43,9975.376064951102,5095.262936764645,,,1,2477.2084470334403,0,7475.983034997127
44,909.094121737939,471.1637542473457,,,0,4800.139503632346,1,7996.899276404099
45,1096.4913035065915,6274.4604170309,,,0,1895.807483820866,1,6529.1020041538095
46,7920.793643629641,4221.59966799684,,,1,884.8583883208312,0,5476.39578588675
47,635.2770615195714,3816.1928650653676,,,0,2208.753261461594,1,6966.047685368046
48,9961.213802400967,5291.143450991371,,,1,2478.3740416216824,0,7466.891984902009
49,9710.78377613618,8607.797022344981,,,1,4231.283996527326,0,8062.977242968634
50,114.81021942819636,7207.218193601946,,,0,3249.7603670904114,1,7707.972512225873
51,6817.103690265748,5369.703304087951,,,1,776.5487125108172,0,4332.904892281815
52,2668.2518995254277,6409.617985798081,,,0,1419.6237415524413,1,5033.171224220876
53,1115.5217359587643,4347.65250669105,,,0,1530.469638911241,1,6417.719217606942
54,4537.237063292065,9538.1592752108,,,0,4974.457202472718,1,5419.672852332698
55,8758.52940378194,2633.890507510908,,,1,2679.994475858246,0,6690.864251234673
56,5005.8611305029835,1786.5188053013137,,,1,4067.8237534359764,0,4075.0216433839696
57,9126.278393448205,8705.18569836767,,,1,4046.3789333655827,0,7591.835509734576
58,2984.447914486329,6389.494948660052,,,0,1471.5250572796758,1,4724.50069841657
59,6089.702114381723,1528.3926854963481,,,1,3747.1318995058928,0,4993.7980151495785
60,7625.108000751513,5393.790301196257,,,1,413.186172527929,0,5140.214277701213
61,7786.264786305583,5303.536721951775,,,1,417.23143392104333,0,5294.972137085108
62,5.718961279435053,3241.560570046731,,,0,3051.81046740051,1,7697.815113143532
63,194.767423858323,9290.986162646172,,,0,4871.001896748317,1,8472.247944881126
64,8787.218778231841,8316.655293611795,,,1,3557.6866809312787,0,7108.398012350901
65,3075.141254026614,579.2516649418756,,,0,4458.004408252922,1,6254.789426010787
